artist,song,rank,streams,country,week
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,40931264,gloabl,2018-10-26--2018-11-02
Bad Bunny,MIA (feat. Drake),2,31028604,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),3,26157297,gloabl,2018-10-26--2018-11-02
Marshmello,Happier,4,25798861,gloabl,2018-10-26--2018-11-02
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,5,25456872,gloabl,2018-10-26--2018-11-02
Lady Gaga,Shallow,6,23829692,gloabl,2018-10-26--2018-11-02
Kodak Black,ZEZE (feat. Travis Scott & Offset),7,22545638,gloabl,2018-10-26--2018-11-02
Halsey,Without Me,8,21343581,gloabl,2018-10-26--2018-11-02
Travis Scott,SICKO MODE,9,19785693,gloabl,2018-10-26--2018-11-02
Khalid,Better,10,18545621,gloabl,2018-10-26--2018-11-02
Calvin Harris,Promises (with Sam Smith),11,16412632,gloabl,2018-10-26--2018-11-02
Sheck Wes,Mo Bamba,12,16377580,gloabl,2018-10-26--2018-11-02
Billie Eilish,when the party's over,13,16327996,gloabl,2018-10-26--2018-11-02
benny blanco,Eastside (with Halsey & Khalid),14,16200573,gloabl,2018-10-26--2018-11-02
Dynoro,In My Mind,15,16072233,gloabl,2018-10-26--2018-11-02
Maroon 5,Girls Like You (feat. Cardi B),16,16001697,gloabl,2018-10-26--2018-11-02
Dua Lipa,Kiss and Make Up,17,15489478,gloabl,2018-10-26--2018-11-02
Juice WRLD,Lucid Dreams,18,15158419,gloabl,2018-10-26--2018-11-02
Kanye West,I Love It (& Lil Pump),19,14614181,gloabl,2018-10-26--2018-11-02
Lil Peep,Falling Down,20,14417280,gloabl,2018-10-26--2018-11-02
Dean Lewis,Be Alright,21,14378673,gloabl,2018-10-26--2018-11-02
Lil Baby,Drip Too Hard (Lil Baby & Gunna),22,14014226,gloabl,2018-10-26--2018-11-02
XXXTENTACION,SAD!,23,13942705,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Moonlight,24,13489205,gloabl,2018-10-26--2018-11-02
Drake,In My Feelings,25,13359248,gloabl,2018-10-26--2018-11-02
Little Mix,Woman Like Me (feat. Nicki Minaj),26,13175052,gloabl,2018-10-26--2018-11-02
Post Malone,Better Now,27,13105905,gloabl,2018-10-26--2018-11-02
Ozuna,Vaina Loca,28,12683658,gloabl,2018-10-26--2018-11-02
Ava Max,Sweet but Psycho,29,12351628,gloabl,2018-10-26--2018-11-02
Rita Ora,Let You Love Me,30,12301571,gloabl,2018-10-26--2018-11-02
6ix9ine,BEBE,31,12120256,gloabl,2018-10-26--2018-11-02
Cardi B,I Like It,32,11805697,gloabl,2018-10-26--2018-11-02
Tyga,Taste (feat. Offset),33,11223383,gloabl,2018-10-26--2018-11-02
French Montana,No Stylist,34,10948929,gloabl,2018-10-26--2018-11-02
Imagine Dragons,Natural,35,10681871,gloabl,2018-10-26--2018-11-02
5 Seconds of Summer,Youngblood,36,10536296,gloabl,2018-10-26--2018-11-02
Khalid,Suncity (feat. Empress Of),37,10524841,gloabl,2018-10-26--2018-11-02
Nio Garcia,Te Boté - Remix,38,10460502,gloabl,2018-10-26--2018-11-02
Silk City,Electricity (with Dua Lipa),39,10440028,gloabl,2018-10-26--2018-11-02
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),40,10414901,gloabl,2018-10-26--2018-11-02
Future,Fine China,41,10097601,gloabl,2018-10-26--2018-11-02
Post Malone,rockstar (feat. 21 Savage),42,9976244,gloabl,2018-10-26--2018-11-02
Bazzi,Beautiful (feat. Camila Cabello),43,9896201,gloabl,2018-10-26--2018-11-02
Panic! At The Disco,High Hopes,44,9841231,gloabl,2018-10-26--2018-11-02
Anuel Aa,Quiere Beber,45,9739397,gloabl,2018-10-26--2018-11-02
Cardi B,Money,46,9714415,gloabl,2018-10-26--2018-11-02
Becky G,Cuando Te Besé,47,9644323,gloabl,2018-10-26--2018-11-02
Drake,Nonstop,48,9643779,gloabl,2018-10-26--2018-11-02
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),49,9623142,gloabl,2018-10-26--2018-11-02
Lady Gaga,Always Remember Us This Way,50,9566570,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Jocelyn Flores,51,9521230,gloabl,2018-10-26--2018-11-02
Steve Aoki,Waste It On Me (feat. BTS),52,9262210,gloabl,2018-10-26--2018-11-02
Lukas Graham,Love Someone,53,8993351,gloabl,2018-10-26--2018-11-02
Zara Larsson,Ruin My Life,54,8736978,gloabl,2018-10-26--2018-11-02
Jonas Blue,Rise,55,8716768,gloabl,2018-10-26--2018-11-02
Eminem,Lucky You (feat. Joyner Lucas),56,8561620,gloabl,2018-10-26--2018-11-02
Gucci Mane,Wake Up in the Sky,57,8412230,gloabl,2018-10-26--2018-11-02
J Balvin,No Es Justo,58,8402586,gloabl,2018-10-26--2018-11-02
XXXTENTACION,changes,59,8361213,gloabl,2018-10-26--2018-11-02
Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),60,8356398,gloabl,2018-10-26--2018-11-02
Loud Luxury,Body (feat. brando),61,8301558,gloabl,2018-10-26--2018-11-02
Calvin Harris,One Kiss (with Dua Lipa),62,8293476,gloabl,2018-10-26--2018-11-02
Drake,God's Plan,63,8232331,gloabl,2018-10-26--2018-11-02
Clean Bandit,Solo (feat. Demi Lovato),64,8185720,gloabl,2018-10-26--2018-11-02
Lil Mosey,Noticed,65,8168865,gloabl,2018-10-26--2018-11-02
George Ezra,Shotgun,66,8117704,gloabl,2018-10-26--2018-11-02
Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",67,8024694,gloabl,2018-10-26--2018-11-02
Eminem,Venom - Music From The Motion Picture,68,7841820,gloabl,2018-10-26--2018-11-02
Reik,Amigos Con Derechos,69,7746544,gloabl,2018-10-26--2018-11-02
Anne-Marie,2002,70,7652352,gloabl,2018-10-26--2018-11-02
Billie Eilish,lovely (with Khalid),71,7634818,gloabl,2018-10-26--2018-11-02
Maluma,Mala Mía,72,7550515,gloabl,2018-10-26--2018-11-02
Kygo,Happy Now (feat. Sandro Cavazza),73,7457196,gloabl,2018-10-26--2018-11-02
Becky G,Sin Pijama,74,7431981,gloabl,2018-10-26--2018-11-02
Ed Sheeran,Shape of You,75,7416704,gloabl,2018-10-26--2018-11-02
Post Malone,Psycho (feat. Ty Dolla $ign),76,7352801,gloabl,2018-10-26--2018-11-02
Luis Fonsi,Imposible,77,7341996,gloabl,2018-10-26--2018-11-02
Ariana Grande,God is a woman,78,7278282,gloabl,2018-10-26--2018-11-02
Ariana Grande,no tears left to cry,79,7198748,gloabl,2018-10-26--2018-11-02
Sebastian Yatra,Ya No Tiene Novio,80,7065177,gloabl,2018-10-26--2018-11-02
Imagine Dragons,Believer,81,7055807,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Fuck Love (feat. Trippie Redd),82,7050411,gloabl,2018-10-26--2018-11-02
Ariana Grande,breathin,83,7043849,gloabl,2018-10-26--2018-11-02
Sia,"Thunderclouds (with Sia, Diplo & Labrinth)",84,6857989,gloabl,2018-10-26--2018-11-02
Tiësto,Jackie Chan,85,6824735,gloabl,2018-10-26--2018-11-02
Lauv,There's No Way (feat. Julia Michaels),86,6800839,gloabl,2018-10-26--2018-11-02
Queen,Bohemian Rhapsody - Remastered 2011,87,6774667,gloabl,2018-10-26--2018-11-02
Flipp Dinero,Leave Me Alone,88,6737223,gloabl,2018-10-26--2018-11-02
Karol G,Culpables,89,6734171,gloabl,2018-10-26--2018-11-02
6ix9ine,STOOPID,90,6715867,gloabl,2018-10-26--2018-11-02
Ed Sheeran,Perfect,91,6688615,gloabl,2018-10-26--2018-11-02
Camila Cabello,Havana,92,6551554,gloabl,2018-10-26--2018-11-02
Dua Lipa,IDGAF,93,6548272,gloabl,2018-10-26--2018-11-02
Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),94,6461208,gloabl,2018-10-26--2018-11-02
Joji,SLOW DANCING IN THE DARK,95,6215457,gloabl,2018-10-26--2018-11-02
Imagine Dragons,Thunder,96,6157961,gloabl,2018-10-26--2018-11-02
Lil Baby,Yes Indeed,97,6130880,gloabl,2018-10-26--2018-11-02
Ozuna,Ibiza,98,6097459,gloabl,2018-10-26--2018-11-02
Dua Lipa,New Rules,99,6068353,gloabl,2018-10-26--2018-11-02
Zedd,The Middle,100,6053441,gloabl,2018-10-26--2018-11-02
Khalid,Saturday Nights,101,6050174,gloabl,2018-10-26--2018-11-02
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,102,6047306,gloabl,2018-10-26--2018-11-02
Marshmello,FRIENDS,103,6038874,gloabl,2018-10-26--2018-11-02
Zedd,Happy Now,104,6021842,gloabl,2018-10-26--2018-11-02
Post Malone,I Fall Apart,105,5934708,gloabl,2018-10-26--2018-11-02
DJ Khaled,No Brainer,106,5891527,gloabl,2018-10-26--2018-11-02
Ella Mai,Trip,107,5834819,gloabl,2018-10-26--2018-11-02
Lele Pons,Celoso,108,5784409,gloabl,2018-10-26--2018-11-02
Brytiago,Asesina,109,5745778,gloabl,2018-10-26--2018-11-02
Alex Rose,Toda - Remix,110,5699600,gloabl,2018-10-26--2018-11-02
David Guetta,Say My Name,111,5695964,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Everybody Dies In Their Nightmares,112,5637550,gloabl,2018-10-26--2018-11-02
Michael Jackson,Thriller,113,5586180,gloabl,2018-10-26--2018-11-02
Lauv,I Like Me Better,114,5583406,gloabl,2018-10-26--2018-11-02
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),115,5576584,gloabl,2018-10-26--2018-11-02
Trippie Redd,Topanga,116,5554071,gloabl,2018-10-26--2018-11-02
A$AP Rocky,Praise The Lord (Da Shine),117,5515551,gloabl,2018-10-26--2018-11-02
Eminem,Killshot,118,5496393,gloabl,2018-10-26--2018-11-02
Juice WRLD,All Girls Are The Same,119,5490995,gloabl,2018-10-26--2018-11-02
Shakira,Clandestino,120,5481442,gloabl,2018-10-26--2018-11-02
Lil Uzi Vert,New Patek,121,5444606,gloabl,2018-10-26--2018-11-02
Bebe Rexha,I'm a Mess,122,5431570,gloabl,2018-10-26--2018-11-02
Khalid,Love Lies (with Normani),123,5401270,gloabl,2018-10-26--2018-11-02
Alan Walker,Diamond Heart,124,5400793,gloabl,2018-10-26--2018-11-02
Thalía,No Me Acuerdo,125,5333966,gloabl,2018-10-26--2018-11-02
Lil Uzi Vert,XO TOUR Llif3,126,5317996,gloabl,2018-10-26--2018-11-02
Travis Scott,STARGAZING,127,5302465,gloabl,2018-10-26--2018-11-02
Normani,Checklist (with Calvin Harris) (feat. WizKid),128,5300328,gloabl,2018-10-26--2018-11-02
Sam Smith,Too Good At Goodbyes,129,5291122,gloabl,2018-10-26--2018-11-02
Drake,Nice For What,130,5270835,gloabl,2018-10-26--2018-11-02
Charli XCX,1999,131,5268913,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Look At Me!,132,5246592,gloabl,2018-10-26--2018-11-02
Juice WRLD,Lean Wit Me,133,5244811,gloabl,2018-10-26--2018-11-02
Kygo,Born To Be Yours,134,5244384,gloabl,2018-10-26--2018-11-02
Kevin Roldan,PPP,135,5193805,gloabl,2018-10-26--2018-11-02
BlocBoy JB,Look Alive (feat. Drake),136,5157379,gloabl,2018-10-26--2018-11-02
The Chainsmokers,Closer,137,5139443,gloabl,2018-10-26--2018-11-02
Martin Garrix,Ocean (feat. Khalid),138,5112927,gloabl,2018-10-26--2018-11-02
James Arthur,Say You Won't Let Go,139,5094342,gloabl,2018-10-26--2018-11-02
Takeoff,Last Memory,140,5065462,gloabl,2018-10-26--2018-11-02
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),141,5062448,gloabl,2018-10-26--2018-11-02
Shawn Mendes,Lost In Japan - Remix,142,5052081,gloabl,2018-10-26--2018-11-02
Post Malone,Congratulations,143,5040063,gloabl,2018-10-26--2018-11-02
Aminé,REEL IT IN,144,4948626,gloabl,2018-10-26--2018-11-02
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",145,4900092,gloabl,2018-10-26--2018-11-02
Dennis Lloyd,Nevermind,146,4874718,gloabl,2018-10-26--2018-11-02
Future,Hard Work Pays Off,147,4802405,gloabl,2018-10-26--2018-11-02
Maroon 5,What Lovers Do (feat. SZA),148,4765493,gloabl,2018-10-26--2018-11-02
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),149,4727102,gloabl,2018-10-26--2018-11-02
Marc Anthony,Está Rico,150,4725484,gloabl,2018-10-26--2018-11-02
Anuel Aa,Hipócrita,151,4714004,gloabl,2018-10-26--2018-11-02
AC/DC,Highway to Hell,152,4699023,gloabl,2018-10-26--2018-11-02
Ed Sheeran,Happier,153,4645974,gloabl,2018-10-26--2018-11-02
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),154,4629322,gloabl,2018-10-26--2018-11-02
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",155,4627106,gloabl,2018-10-26--2018-11-02
Lady Gaga,I'll Never Love Again - Film Version - Radio Edit,156,4623771,gloabl,2018-10-26--2018-11-02
Nicky Jam,X - Remix,157,4611891,gloabl,2018-10-26--2018-11-02
Jason Mraz,I'm Yours,158,4575134,gloabl,2018-10-26--2018-11-02
Quavo,WORKIN ME,159,4545739,gloabl,2018-10-26--2018-11-02
XXXTENTACION,the remedy for a broken heart (why am I so in love),160,4542528,gloabl,2018-10-26--2018-11-02
Khalid,Young Dumb & Broke,161,4534592,gloabl,2018-10-26--2018-11-02
Shawn Mendes,In My Blood,162,4529845,gloabl,2018-10-26--2018-11-02
Ed Sheeran,Thinking Out Loud,163,4527288,gloabl,2018-10-26--2018-11-02
Kendrick Lamar,HUMBLE.,164,4524440,gloabl,2018-10-26--2018-11-02
Alesso,REMEDY,165,4521076,gloabl,2018-10-26--2018-11-02
Billie Eilish,idontwannabeyouanymore,166,4508165,gloabl,2018-10-26--2018-11-02
Travis Scott,YOSEMITE,167,4482741,gloabl,2018-10-26--2018-11-02
Bazzi,Mine,168,4460093,gloabl,2018-10-26--2018-11-02
Felipe Araújo,Atrasadinha - Ao Vivo,169,4458757,gloabl,2018-10-26--2018-11-02
Avril Lavigne,Head Above Water,170,4448236,gloabl,2018-10-26--2018-11-02
Toto,Africa,171,4369190,gloabl,2018-10-26--2018-11-02
Travis Scott,goosebumps,172,4349831,gloabl,2018-10-26--2018-11-02
Oasis,Wonderwall - Remastered,173,4338658,gloabl,2018-10-26--2018-11-02
Ed Sheeran,Photograph,174,4334798,gloabl,2018-10-26--2018-11-02
Jonas Blue,Polaroid,175,4330315,gloabl,2018-10-26--2018-11-02
Marshmello,Silence,176,4325701,gloabl,2018-10-26--2018-11-02
Queen,Another One Bites The Dust - Remastered 2011,177,4294753,gloabl,2018-10-26--2018-11-02
XXXTENTACION,Hope,178,4291883,gloabl,2018-10-26--2018-11-02
Tory Lanez,MiAMi (feat. Gunna),179,4283784,gloabl,2018-10-26--2018-11-02
Martin Garrix,High On Life (feat. Bonn),180,4272968,gloabl,2018-10-26--2018-11-02
The Chainsmokers,Something Just Like This,181,4270611,gloabl,2018-10-26--2018-11-02
Camila Cabello,Consequences - orchestra,182,4267523,gloabl,2018-10-26--2018-11-02
KitschKrieg,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",183,4266286,gloabl,2018-10-26--2018-11-02
Offset,Ric Flair Drip (& Metro Boomin),184,4249283,gloabl,2018-10-26--2018-11-02
Alan Walker,Darkside,185,4248897,gloabl,2018-10-26--2018-11-02
Queen,Don't Stop Me Now - Remastered,186,4245049,gloabl,2018-10-26--2018-11-02
Lil Wayne,Uproar,187,4191763,gloabl,2018-10-26--2018-11-02
Zion & Lennox,La Player (Bandolera),188,4169530,gloabl,2018-10-26--2018-11-02
David Guetta,Flames,189,4163551,gloabl,2018-10-26--2018-11-02
Luciano,Meer,190,4156714,gloabl,2018-10-26--2018-11-02
The Killers,Mr. Brightside,191,4155130,gloabl,2018-10-26--2018-11-02
Tyga,SWISH,192,4135145,gloabl,2018-10-26--2018-11-02
Bryant Myers,Tanta Falta,193,4115373,gloabl,2018-10-26--2018-11-02
Selena Gomez,Wolves,194,4103154,gloabl,2018-10-26--2018-11-02
Khalid,OTW,195,4101557,gloabl,2018-10-26--2018-11-02
Joji,YEAH RIGHT,196,4080859,gloabl,2018-10-26--2018-11-02
"Ray Parker, Jr.",Ghostbusters,197,4072158,gloabl,2018-10-26--2018-11-02
Joji,TEST DRIVE,198,4055928,gloabl,2018-10-26--2018-11-02
Reik,Me Niego,199,4049957,gloabl,2018-10-26--2018-11-02
The Weeknd,Starboy,200,4046640,gloabl,2018-10-26--2018-11-02
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,40096470,gloabl,2018-10-19--2018-10-26
Bad Bunny,MIA (feat. Drake),2,33790813,gloabl,2018-10-19--2018-10-26
Marshmello,Happier,3,26397899,gloabl,2018-10-19--2018-10-26
Kodak Black,ZEZE (feat. Travis Scott & Offset),4,25675014,gloabl,2018-10-19--2018-10-26
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,5,25233843,gloabl,2018-10-19--2018-10-26
Lady Gaga,Shallow,6,24206277,gloabl,2018-10-19--2018-10-26
Khalid,Better,7,21831365,gloabl,2018-10-19--2018-10-26
Halsey,Without Me,8,21400500,gloabl,2018-10-19--2018-10-26
Travis Scott,SICKO MODE,9,18768708,gloabl,2018-10-19--2018-10-26
Calvin Harris,Promises (with Sam Smith),10,17939622,gloabl,2018-10-19--2018-10-26
benny blanco,Eastside (with Halsey & Khalid),11,17464716,gloabl,2018-10-19--2018-10-26
Dynoro,In My Mind,12,17296927,gloabl,2018-10-19--2018-10-26
Kanye West,I Love It (& Lil Pump),13,16938373,gloabl,2018-10-19--2018-10-26
Maroon 5,Girls Like You (feat. Cardi B),14,16772609,gloabl,2018-10-19--2018-10-26
Lil Peep,Falling Down,15,16543892,gloabl,2018-10-19--2018-10-26
Dua Lipa,Kiss and Make Up,16,15971199,gloabl,2018-10-19--2018-10-26
Juice WRLD,Lucid Dreams,17,15886976,gloabl,2018-10-19--2018-10-26
Billie Eilish,when the party's over,18,15651708,gloabl,2018-10-19--2018-10-26
Dean Lewis,Be Alright,19,14835055,gloabl,2018-10-19--2018-10-26
Sheck Wes,Mo Bamba,20,14812016,gloabl,2018-10-19--2018-10-26
Future,Fine China,21,14436312,gloabl,2018-10-19--2018-10-26
XXXTENTACION,SAD!,22,14430455,gloabl,2018-10-19--2018-10-26
Lil Baby,Drip Too Hard (Lil Baby & Gunna),23,14388842,gloabl,2018-10-19--2018-10-26
XXXTENTACION,Moonlight,24,14166069,gloabl,2018-10-19--2018-10-26
Drake,In My Feelings,25,13929117,gloabl,2018-10-19--2018-10-26
Khalid,Suncity (feat. Empress Of),26,13693043,gloabl,2018-10-19--2018-10-26
Post Malone,Better Now,27,13612332,gloabl,2018-10-19--2018-10-26
Ozuna,Vaina Loca,28,13184727,gloabl,2018-10-19--2018-10-26
6ix9ine,BEBE,29,12570704,gloabl,2018-10-19--2018-10-26
Rita Ora,Let You Love Me,30,12483237,gloabl,2018-10-19--2018-10-26
Ava Max,Sweet but Psycho,31,12295793,gloabl,2018-10-19--2018-10-26
Cardi B,I Like It,32,12033045,gloabl,2018-10-19--2018-10-26
French Montana,No Stylist,33,11790975,gloabl,2018-10-19--2018-10-26
Silk City,Electricity (with Dua Lipa),34,11773257,gloabl,2018-10-19--2018-10-26
Tyga,Taste (feat. Offset),35,11482244,gloabl,2018-10-19--2018-10-26
Imagine Dragons,Natural,36,11385993,gloabl,2018-10-19--2018-10-26
Little Mix,Woman Like Me (feat. Nicki Minaj),37,11270006,gloabl,2018-10-19--2018-10-26
5 Seconds of Summer,Youngblood,38,11071781,gloabl,2018-10-19--2018-10-26
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),39,10932552,gloabl,2018-10-19--2018-10-26
Bazzi,Beautiful (feat. Camila Cabello),40,10764529,gloabl,2018-10-19--2018-10-26
The Chainsmokers,This Feeling (feat. Kelsea Ballerini),41,10715434,gloabl,2018-10-19--2018-10-26
Nio Garcia,Te Boté - Remix,42,10415342,gloabl,2018-10-19--2018-10-26
Eminem,Lucky You (feat. Joyner Lucas),43,10120229,gloabl,2018-10-19--2018-10-26
Panic! At The Disco,High Hopes,44,10078700,gloabl,2018-10-19--2018-10-26
Eminem,Venom - Music From The Motion Picture,45,10049990,gloabl,2018-10-19--2018-10-26
Drake,Nonstop,46,10026028,gloabl,2018-10-19--2018-10-26
Post Malone,rockstar (feat. 21 Savage),47,9744333,gloabl,2018-10-19--2018-10-26
XXXTENTACION,Jocelyn Flores,48,9723866,gloabl,2018-10-19--2018-10-26
Anuel Aa,Quiere Beber,49,9688250,gloabl,2018-10-19--2018-10-26
Jonas Blue,Rise,50,9409222,gloabl,2018-10-19--2018-10-26
Lady Gaga,Always Remember Us This Way,51,9376443,gloabl,2018-10-19--2018-10-26
Becky G,Cuando Te Besé,52,9279671,gloabl,2018-10-19--2018-10-26
Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",53,9021200,gloabl,2018-10-19--2018-10-26
Lil Mosey,Noticed,54,8866026,gloabl,2018-10-19--2018-10-26
Clean Bandit,Solo (feat. Demi Lovato),55,8864003,gloabl,2018-10-19--2018-10-26
Zara Larsson,Ruin My Life,56,8778779,gloabl,2018-10-19--2018-10-26
Calvin Harris,One Kiss (with Dua Lipa),57,8643579,gloabl,2018-10-19--2018-10-26
George Ezra,Shotgun,58,8582193,gloabl,2018-10-19--2018-10-26
Loud Luxury,Body (feat. brando),59,8559546,gloabl,2018-10-19--2018-10-26
Gucci Mane,Wake Up in the Sky,60,8548712,gloabl,2018-10-19--2018-10-26
Drake,God's Plan,61,8457417,gloabl,2018-10-19--2018-10-26
XXXTENTACION,changes,62,8449799,gloabl,2018-10-19--2018-10-26
J Balvin,No Es Justo,63,8422474,gloabl,2018-10-19--2018-10-26
Lukas Graham,Love Someone,64,8356065,gloabl,2018-10-19--2018-10-26
6ix9ine,STOOPID,65,8332847,gloabl,2018-10-19--2018-10-26
Khalid,Saturday Nights,66,8103764,gloabl,2018-10-19--2018-10-26
Ariana Grande,God is a woman,67,7939876,gloabl,2018-10-19--2018-10-26
Sebastian Yatra,Ya No Tiene Novio,68,7883355,gloabl,2018-10-19--2018-10-26
Jason Derulo,Goodbye (feat. Nicki Minaj & Willy William),69,7757379,gloabl,2018-10-19--2018-10-26
Sia,"Thunderclouds (with Sia, Diplo & Labrinth)",70,7741036,gloabl,2018-10-19--2018-10-26
Anne-Marie,2002,71,7722234,gloabl,2018-10-19--2018-10-26
Post Malone,Psycho (feat. Ty Dolla $ign),72,7608239,gloabl,2018-10-19--2018-10-26
Ariana Grande,breathin,73,7591478,gloabl,2018-10-19--2018-10-26
Reik,Amigos Con Derechos,74,7583904,gloabl,2018-10-19--2018-10-26
Billie Eilish,lovely (with Khalid),75,7568331,gloabl,2018-10-19--2018-10-26
Ariana Grande,no tears left to cry,76,7563978,gloabl,2018-10-19--2018-10-26
Ed Sheeran,Shape of You,77,7543043,gloabl,2018-10-19--2018-10-26
Tiësto,Jackie Chan,78,7537493,gloabl,2018-10-19--2018-10-26
Maluma,Mala Mía,79,7487034,gloabl,2018-10-19--2018-10-26
Becky G,Sin Pijama,80,7452205,gloabl,2018-10-19--2018-10-26
Khalid,Vertigo,81,7437136,gloabl,2018-10-19--2018-10-26
Lauv,There's No Way (feat. Julia Michaels),82,7158199,gloabl,2018-10-19--2018-10-26
XXXTENTACION,Fuck Love (feat. Trippie Redd),83,7149576,gloabl,2018-10-19--2018-10-26
DJ Khaled,No Brainer,84,7086158,gloabl,2018-10-19--2018-10-26
Imagine Dragons,Believer,85,7071777,gloabl,2018-10-19--2018-10-26
Ed Sheeran,Perfect,86,6817532,gloabl,2018-10-19--2018-10-26
Lil Wayne,Mona Lisa (feat. Kendrick Lamar),87,6744347,gloabl,2018-10-19--2018-10-26
Dua Lipa,IDGAF,88,6714350,gloabl,2018-10-19--2018-10-26
Camila Cabello,Havana,89,6462988,gloabl,2018-10-19--2018-10-26
Eminem,Killshot,90,6437560,gloabl,2018-10-19--2018-10-26
Karol G,Culpables,91,6420250,gloabl,2018-10-19--2018-10-26
Lil Baby,Yes Indeed,92,6394420,gloabl,2018-10-19--2018-10-26
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,93,6390219,gloabl,2018-10-19--2018-10-26
Flipp Dinero,Leave Me Alone,94,6387756,gloabl,2018-10-19--2018-10-26
Zedd,Happy Now,95,6332587,gloabl,2018-10-19--2018-10-26
Future,Hard Work Pays Off,96,6291947,gloabl,2018-10-19--2018-10-26
Imagine Dragons,Thunder,97,6261489,gloabl,2018-10-19--2018-10-26
Zedd,The Middle,98,6230758,gloabl,2018-10-19--2018-10-26
Ella Mai,Trip,99,6192633,gloabl,2018-10-19--2018-10-26
Marshmello,FRIENDS,100,6181766,gloabl,2018-10-19--2018-10-26
Luis Fonsi,Imposible,101,6119459,gloabl,2018-10-19--2018-10-26
Alesso,REMEDY,102,6051368,gloabl,2018-10-19--2018-10-26
Dua Lipa,New Rules,103,6044403,gloabl,2018-10-19--2018-10-26
Post Malone,I Fall Apart,104,6005507,gloabl,2018-10-19--2018-10-26
Khalid,Love Lies (with Normani),105,5875729,gloabl,2018-10-19--2018-10-26
Ozuna,Ibiza,106,5845449,gloabl,2018-10-19--2018-10-26
Lauv,I Like Me Better,107,5792651,gloabl,2018-10-19--2018-10-26
Lil Uzi Vert,New Patek,108,5790523,gloabl,2018-10-19--2018-10-26
Brytiago,Asesina,109,5782039,gloabl,2018-10-19--2018-10-26
A$AP Rocky,Praise The Lord (Da Shine),110,5750896,gloabl,2018-10-19--2018-10-26
XXXTENTACION,Everybody Dies In Their Nightmares,111,5714715,gloabl,2018-10-19--2018-10-26
Queen,Bohemian Rhapsody - Remastered 2011,112,5706753,gloabl,2018-10-19--2018-10-26
Alex Rose,Toda - Remix,113,5687886,gloabl,2018-10-19--2018-10-26
Shakira,Clandestino,114,5681502,gloabl,2018-10-19--2018-10-26
Bebe Rexha,I'm a Mess,115,5677827,gloabl,2018-10-19--2018-10-26
Lele Pons,Celoso,116,5650736,gloabl,2018-10-19--2018-10-26
Martin Garrix,Ocean (feat. Khalid),117,5609159,gloabl,2018-10-19--2018-10-26
Juice WRLD,All Girls Are The Same,118,5561687,gloabl,2018-10-19--2018-10-26
Drake,Nice For What,119,5544710,gloabl,2018-10-19--2018-10-26
Thalía,No Me Acuerdo,120,5539323,gloabl,2018-10-19--2018-10-26
Kevin Roldan,PPP,121,5525340,gloabl,2018-10-19--2018-10-26
Travis Scott,STARGAZING,122,5501099,gloabl,2018-10-19--2018-10-26
Future,Jet Lag (feat. Young Scooter),123,5492731,gloabl,2018-10-19--2018-10-26
Kygo,Born To Be Yours,124,5442786,gloabl,2018-10-19--2018-10-26
Juice WRLD,Lean Wit Me,125,5435360,gloabl,2018-10-19--2018-10-26
Sam Smith,Too Good At Goodbyes,126,5404842,gloabl,2018-10-19--2018-10-26
XXXTENTACION,Look At Me!,127,5371166,gloabl,2018-10-19--2018-10-26
Aminé,REEL IT IN,128,5368988,gloabl,2018-10-19--2018-10-26
Lil Uzi Vert,XO TOUR Llif3,129,5343306,gloabl,2018-10-19--2018-10-26
Dennis Lloyd,Nevermind,130,5334479,gloabl,2018-10-19--2018-10-26
Alan Walker,Diamond Heart,131,5291047,gloabl,2018-10-19--2018-10-26
Lil Yachty,Get Dripped (feat. Playboi Carti),132,5245232,gloabl,2018-10-19--2018-10-26
