artist,song,rank,streams,country,week
The Chainsmokers,Something Just Like This,153,4459678,gloabl,2018-08-10--2018-08-17
Years & Years,If You're Over Me,154,4450124,gloabl,2018-08-10--2018-08-17
Childish Gambino,This Is America,155,4448525,gloabl,2018-08-10--2018-08-17
Travis Scott,HOUSTONFORNICATION,156,4441615,gloabl,2018-08-10--2018-08-17
Nicki Minaj,Ganja Burn,157,4437818,gloabl,2018-08-10--2018-08-17
Daddy Yankee,Dura,158,4425450,gloabl,2018-08-10--2018-08-17
XXXTENTACION,Hope,159,4407929,gloabl,2018-08-10--2018-08-17
Liam Payne,Familiar,160,4379402,gloabl,2018-08-10--2018-08-17
Gryffin,Tie Me Down (with Elley Duhé),161,4378711,gloabl,2018-08-10--2018-08-17
Offset,Ric Flair Drip (& Metro Boomin),162,4376568,gloabl,2018-08-10--2018-08-17
Drake,One Dance,163,4317381,gloabl,2018-08-10--2018-08-17
Travis Scott,ASTROTHUNDER,164,4317116,gloabl,2018-08-10--2018-08-17
BLACKPINK,DDU-DU DDU-DU - KR Ver.,165,4313966,gloabl,2018-08-10--2018-08-17
Leslie Grace,Duro y Suave,166,4307017,gloabl,2018-08-10--2018-08-17
Jess Glynne,I'll Be There,167,4301685,gloabl,2018-08-10--2018-08-17
Post Malone,Candy Paint,168,4293632,gloabl,2018-08-10--2018-08-17
Portugal. The Man,Feel It Still,169,4270227,gloabl,2018-08-10--2018-08-17
Justin Quiles,No Quiero Amarte (feat. Zion & Lennox),170,4256047,gloabl,2018-08-10--2018-08-17
Kanye West,All Mine,171,4242831,gloabl,2018-08-10--2018-08-17
PNL,91's,172,4238492,gloabl,2018-08-10--2018-08-17
Trippie Redd,Shake It Up,173,4232996,gloabl,2018-08-10--2018-08-17
Lauv,I Like Me Better,174,4210099,gloabl,2018-08-10--2018-08-17
Oasis,Wonderwall - Remastered,175,4200290,gloabl,2018-08-10--2018-08-17
Nicki Minaj,Rich Sex (feat. Lil Wayne),176,4199291,gloabl,2018-08-10--2018-08-17
Travis Scott,SKELETONS,177,4171260,gloabl,2018-08-10--2018-08-17
Luis Fonsi,Échame La Culpa,178,4169312,gloabl,2018-08-10--2018-08-17
Demi Lovato,Sober,179,4151747,gloabl,2018-08-10--2018-08-17
Trippie Redd,Missing My Idols,180,4148322,gloabl,2018-08-10--2018-08-17
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),181,4140899,gloabl,2018-08-10--2018-08-17
Ella Mai,Boo'd Up,182,4137797,gloabl,2018-08-10--2018-08-17
Maroon 5,What Lovers Do (feat. SZA),183,4133564,gloabl,2018-08-10--2018-08-17
Ed Sheeran,Thinking Out Loud,184,4098557,gloabl,2018-08-10--2018-08-17
Karol G,Mi Cama,185,4035704,gloabl,2018-08-10--2018-08-17
Marshmello,Silence,186,4025097,gloabl,2018-08-10--2018-08-17
Selena Gomez,Wolves,187,4020482,gloabl,2018-08-10--2018-08-17
French Montana,Unforgettable,188,3987537,gloabl,2018-08-10--2018-08-17
Childish Gambino,Summertime Magic,189,3983902,gloabl,2018-08-10--2018-08-17
Khalid,Young Dumb & Broke,190,3965721,gloabl,2018-08-10--2018-08-17
Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),191,3965600,gloabl,2018-08-10--2018-08-17
Paulo Londra,Chica Paranormal,192,3962961,gloabl,2018-08-10--2018-08-17
Alex Rose,Toda - Remix,193,3941274,gloabl,2018-08-10--2018-08-17
Ed Sheeran,Photograph,194,3895912,gloabl,2018-08-10--2018-08-17
Imagine Dragons,Whatever It Takes,195,3878417,gloabl,2018-08-10--2018-08-17
Beyoncé,Halo,196,3874381,gloabl,2018-08-10--2018-08-17
John Legend,All of Me,197,3844447,gloabl,2018-08-10--2018-08-17
Camila Cabello,Never Be the Same,198,3829233,gloabl,2018-08-10--2018-08-17
Avicii,Without You (feat. Sandro Cavazza),199,3817676,gloabl,2018-08-10--2018-08-17
Sean Paul,Mad Love,200,3809735,gloabl,2018-08-10--2018-08-17
Drake,In My Feelings,1,53952698,gloabl,2018-08-03--2018-08-10
Travis Scott,SICKO MODE,2,33399542,gloabl,2018-08-03--2018-08-10
Travis Scott,STARGAZING,3,30434014,gloabl,2018-08-03--2018-08-10
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),4,28894700,gloabl,2018-08-03--2018-08-10
DJ Khaled,No Brainer,5,27708887,gloabl,2018-08-03--2018-08-10
Maroon 5,Girls Like You (feat. Cardi B),6,25992621,gloabl,2018-08-03--2018-08-10
Cardi B,I Like It,7,23194455,gloabl,2018-08-03--2018-08-10
Juice WRLD,Lucid Dreams,8,22227380,gloabl,2018-08-03--2018-08-10
benny blanco,Eastside (with Halsey & Khalid),9,21861142,gloabl,2018-08-03--2018-08-10
Clean Bandit,Solo (feat. Demi Lovato),10,20913401,gloabl,2018-08-03--2018-08-10
Tyga,Taste (feat. Offset),11,20383681,gloabl,2018-08-03--2018-08-10
XXXTENTACION,SAD!,12,20106738,gloabl,2018-08-03--2018-08-10
Ariana Grande,God is a woman,13,19721692,gloabl,2018-08-03--2018-08-10
Jonas Blue,Rise,14,19208322,gloabl,2018-08-03--2018-08-10
Post Malone,Better Now,15,18796854,gloabl,2018-08-03--2018-08-10
Tiësto,Jackie Chan,16,18749699,gloabl,2018-08-03--2018-08-10
Dynoro,In My Mind,17,18710962,gloabl,2018-08-03--2018-08-10
Calvin Harris,One Kiss (with Dua Lipa),18,18555693,gloabl,2018-08-03--2018-08-10
Travis Scott,CAROUSEL,19,17773943,gloabl,2018-08-03--2018-08-10
5 Seconds of Summer,Youngblood,20,17399630,gloabl,2018-08-03--2018-08-10
Nio Garcia,Te Boté - Remix,21,16369598,gloabl,2018-08-03--2018-08-10
Travis Scott,WAKE UP,22,15188082,gloabl,2018-08-03--2018-08-10
Loud Luxury,Body (feat. brando),23,15043981,gloabl,2018-08-03--2018-08-10
Travis Scott,YOSEMITE,24,14805515,gloabl,2018-08-03--2018-08-10
Travis Scott,R.I.P. SCREW,25,14720921,gloabl,2018-08-03--2018-08-10
XXXTENTACION,Moonlight,26,14288725,gloabl,2018-08-03--2018-08-10
Travis Scott,STOP TRYING TO BE GOD,27,14263914,gloabl,2018-08-03--2018-08-10
Travis Scott,NO BYSTANDERS,28,14230565,gloabl,2018-08-03--2018-08-10
Becky G,Sin Pijama,29,14129044,gloabl,2018-08-03--2018-08-10
Drake,God's Plan,30,13614281,gloabl,2018-08-03--2018-08-10
Drake,Nonstop,31,13462263,gloabl,2018-08-03--2018-08-10
Travis Scott,5% TINT,32,12942391,gloabl,2018-08-03--2018-08-10
Ozuna,Vaina Loca,33,12702539,gloabl,2018-08-03--2018-08-10
Drake,Don’t Matter To Me (with Michael Jackson),34,12667258,gloabl,2018-08-03--2018-08-10
Travis Scott,CAN'T SAY,35,12513474,gloabl,2018-08-03--2018-08-10
Martin Garrix,Ocean (feat. Khalid),36,12326650,gloabl,2018-08-03--2018-08-10
J Balvin,No Es Justo,37,12284369,gloabl,2018-08-03--2018-08-10
Travis Scott,BUTTERFLY EFFECT,38,12187233,gloabl,2018-08-03--2018-08-10
Anne-Marie,2002,39,12173651,gloabl,2018-08-03--2018-08-10
Kygo,Born To Be Yours,40,12136062,gloabl,2018-08-03--2018-08-10
Travis Scott,NC-17,41,12034748,gloabl,2018-08-03--2018-08-10
Drake,Nice For What,42,12027998,gloabl,2018-08-03--2018-08-10
Travis Scott,SKELETONS,43,11747130,gloabl,2018-08-03--2018-08-10
Dennis Lloyd,Nevermind,44,11627681,gloabl,2018-08-03--2018-08-10
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,45,11361828,gloabl,2018-08-03--2018-08-10
Travis Scott,WHO? WHAT!,46,11340465,gloabl,2018-08-03--2018-08-10
Travis Scott,ASTROTHUNDER,47,11169732,gloabl,2018-08-03--2018-08-10
Ariana Grande,no tears left to cry,48,10808652,gloabl,2018-08-03--2018-08-10
XXXTENTACION,Jocelyn Flores,49,10692751,gloabl,2018-08-03--2018-08-10
Zedd,Happy Now,50,10538957,gloabl,2018-08-03--2018-08-10
XXXTENTACION,changes,51,10440401,gloabl,2018-08-03--2018-08-10
Travis Scott,HOUSTONFORNICATION,52,10300311,gloabl,2018-08-03--2018-08-10
Post Malone,Psycho (feat. Ty Dolla $ign),53,10299471,gloabl,2018-08-03--2018-08-10
Post Malone,rockstar (feat. 21 Savage),54,10259896,gloabl,2018-08-03--2018-08-10
Shakira,Clandestino,55,10220796,gloabl,2018-08-03--2018-08-10
A$AP Rocky,Praise The Lord (Da Shine),56,10078250,gloabl,2018-08-03--2018-08-10
Nicky Jam,X - Remix,57,9284983,gloabl,2018-08-03--2018-08-10
Nicky Jam,X,58,9028794,gloabl,2018-08-03--2018-08-10
Marshmello,FRIENDS,59,8824023,gloabl,2018-08-03--2018-08-10
George Ezra,Shotgun,60,8781670,gloabl,2018-08-03--2018-08-10
Ed Sheeran,Shape of You,61,8658283,gloabl,2018-08-03--2018-08-10
Zedd,The Middle,62,8657541,gloabl,2018-08-03--2018-08-10
Bazzi,Beautiful (feat. Camila Cabello),63,8500661,gloabl,2018-08-03--2018-08-10
Tyga,SWISH,64,8459417,gloabl,2018-08-03--2018-08-10
David Guetta,Flames,65,8308027,gloabl,2018-08-03--2018-08-10
Reik,Me Niego,66,8195868,gloabl,2018-08-03--2018-08-10
Travis Scott,COFFEE BEAN,67,8175977,gloabl,2018-08-03--2018-08-10
Dean Lewis,Be Alright,68,8119556,gloabl,2018-08-03--2018-08-10
Lil Baby,Yes Indeed,69,8035403,gloabl,2018-08-03--2018-08-10
Panic! At The Disco,High Hopes,70,7952867,gloabl,2018-08-03--2018-08-10
Capital Bra,Melodien (feat. Juju),71,7861980,gloabl,2018-08-03--2018-08-10
Dua Lipa,IDGAF,72,7780651,gloabl,2018-08-03--2018-08-10
XXXTENTACION,Fuck Love (feat. Trippie Redd),73,7693673,gloabl,2018-08-03--2018-08-10
Billie Eilish,lovely (with Khalid),74,7666765,gloabl,2018-08-03--2018-08-10
Camila Cabello,Havana,75,7621051,gloabl,2018-08-03--2018-08-10
Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",76,7472827,gloabl,2018-08-03--2018-08-10
Zion & Lennox,La Player (Bandolera),77,7382644,gloabl,2018-08-03--2018-08-10
BlocBoy JB,Look Alive (feat. Drake),78,7347602,gloabl,2018-08-03--2018-08-10
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),79,7320297,gloabl,2018-08-03--2018-08-10
Imagine Dragons,Natural,80,7242805,gloabl,2018-08-03--2018-08-10
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",81,7232158,gloabl,2018-08-03--2018-08-10
Bebe Rexha,I'm a Mess,82,7209763,gloabl,2018-08-03--2018-08-10
Alan Walker,Darkside,83,7198936,gloabl,2018-08-03--2018-08-10
Nicki Minaj,Bed (feat. Ariana Grande),84,7161419,gloabl,2018-08-03--2018-08-10
Karol G,Mi Cama - Remix,85,7038544,gloabl,2018-08-03--2018-08-10
Drake,I'm Upset,86,6925738,gloabl,2018-08-03--2018-08-10
Dua Lipa,New Rules,87,6859909,gloabl,2018-08-03--2018-08-10
Imagine Dragons,Believer,88,6808793,gloabl,2018-08-03--2018-08-10
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",89,6754963,gloabl,2018-08-03--2018-08-10
Brytiago,Asesina,90,6749354,gloabl,2018-08-03--2018-08-10
Alvaro Soler,La Cintura,91,6703350,gloabl,2018-08-03--2018-08-10
Ozuna,Unica,92,6548096,gloabl,2018-08-03--2018-08-10
Juice WRLD,All Girls Are The Same,93,6511231,gloabl,2018-08-03--2018-08-10
Ed Sheeran,Perfect,94,6425554,gloabl,2018-08-03--2018-08-10
Imagine Dragons,Thunder,95,6421612,gloabl,2018-08-03--2018-08-10
Childish Gambino,Summertime Magic,96,6382772,gloabl,2018-08-03--2018-08-10
Daddy Yankee,Dura - Remix,97,6326977,gloabl,2018-08-03--2018-08-10
The Chainsmokers,Side Effects (feat. Emily Warren),98,6316443,gloabl,2018-08-03--2018-08-10
Billie Eilish,you should see me in a crown,99,6306676,gloabl,2018-08-03--2018-08-10
Becky G,Cuando Te Besé,100,6306341,gloabl,2018-08-03--2018-08-10
XXXTENTACION,Everybody Dies In Their Nightmares,101,6246948,gloabl,2018-08-03--2018-08-10
Khalid,Love Lies (with Normani),102,6205313,gloabl,2018-08-03--2018-08-10
Bad Bunny,Estamos Bien,103,6158305,gloabl,2018-08-03--2018-08-10
Sebastian Yatra,Por Perro,104,6116775,gloabl,2018-08-03--2018-08-10
Cheat Codes,Only You (with Little Mix),105,6087569,gloabl,2018-08-03--2018-08-10
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),106,6014764,gloabl,2018-08-03--2018-08-10
XXXTENTACION,Look At Me!,107,6010304,gloabl,2018-08-03--2018-08-10
Bazzi,Mine,108,5971278,gloabl,2018-08-03--2018-08-10
Juice WRLD,Wasted (feat. Lil Uzi Vert),109,5966303,gloabl,2018-08-03--2018-08-10
Cosculluela,Madura (feat. Bad Bunny),110,5952464,gloabl,2018-08-03--2018-08-10
Bonez MC,500 PS,111,5790397,gloabl,2018-08-03--2018-08-10
Thalía,No Me Acuerdo,112,5767342,gloabl,2018-08-03--2018-08-10
Luis Fonsi,Calypso,113,5763139,gloabl,2018-08-03--2018-08-10
Lil Uzi Vert,XO TOUR Llif3,114,5758661,gloabl,2018-08-03--2018-08-10
Post Malone,I Fall Apart,115,5699578,gloabl,2018-08-03--2018-08-10
Drake,Mob Ties,116,5569961,gloabl,2018-08-03--2018-08-10
OneRepublic,Connection,117,5481246,gloabl,2018-08-03--2018-08-10
Shawn Mendes,In My Blood,118,5466640,gloabl,2018-08-03--2018-08-10
Martin Garrix,High On Life (feat. Bonn),119,5418954,gloabl,2018-08-03--2018-08-10
Ed Sheeran,Happier,120,5405230,gloabl,2018-08-03--2018-08-10
Post Malone,Ball For Me (feat. Nicki Minaj),121,5387910,gloabl,2018-08-03--2018-08-10
XXXTENTACION,the remedy for a broken heart (why am I so in love),122,5240675,gloabl,2018-08-03--2018-08-10
Khalid,OTW,123,5208192,gloabl,2018-08-03--2018-08-10
Wolfine,Bella - Remix,124,5192366,gloabl,2018-08-03--2018-08-10
Kygo,Remind Me to Forget,125,5168262,gloabl,2018-08-03--2018-08-10
Years & Years,If You're Over Me,126,5165301,gloabl,2018-08-03--2018-08-10
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),127,5108324,gloabl,2018-08-03--2018-08-10
Sam Smith,Too Good At Goodbyes,128,5104811,gloabl,2018-08-03--2018-08-10
Travis Scott,goosebumps,129,5072832,gloabl,2018-08-03--2018-08-10
Alvaro Soler,La Cintura (feat. Flo Rida & TINI) - Remix,130,5043138,gloabl,2018-08-03--2018-08-10
KYLE,Playinwitme (feat. Kehlani),131,5023119,gloabl,2018-08-03--2018-08-10
Ella Mai,Boo'd Up,132,5008060,gloabl,2018-08-03--2018-08-10
The Carters,APESHIT,133,5001431,gloabl,2018-08-03--2018-08-10
Lil Dicky,Freaky Friday (feat. Chris Brown),134,4983683,gloabl,2018-08-03--2018-08-10
The Weeknd,Call Out My Name,135,4966858,gloabl,2018-08-03--2018-08-10
Ozuna,Síguelo Bailando,136,4960738,gloabl,2018-08-03--2018-08-10
Childish Gambino,This Is America,137,4946758,gloabl,2018-08-03--2018-08-10
Jason Mraz,I'm Yours,138,4879988,gloabl,2018-08-03--2018-08-10
The Chainsmokers,Closer,139,4874085,gloabl,2018-08-03--2018-08-10
Piso 21,Te Amo,140,4832818,gloabl,2018-08-03--2018-08-10
Demi Lovato,Sober,141,4802197,gloabl,2018-08-03--2018-08-10
Kendrick Lamar,All The Stars (with SZA),142,4780667,gloabl,2018-08-03--2018-08-10
Liam Payne,Familiar,143,4776053,gloabl,2018-08-03--2018-08-10
Migos,Walk It Talk It,144,4756359,gloabl,2018-08-03--2018-08-10
Rich The Kid,Plug Walk,145,4740778,gloabl,2018-08-03--2018-08-10
Kendrick Lamar,HUMBLE.,146,4732657,gloabl,2018-08-03--2018-08-10
Daddy Yankee,Dura,147,4726338,gloabl,2018-08-03--2018-08-10
James Arthur,Say You Won't Let Go,148,4657837,gloabl,2018-08-03--2018-08-10
Toto,Africa,149,4635233,gloabl,2018-08-03--2018-08-10
Post Malone,Congratulations,150,4627410,gloabl,2018-08-03--2018-08-10
BLACKPINK,DDU-DU DDU-DU - KR Ver.,151,4622133,gloabl,2018-08-03--2018-08-10
Avicii,Wake Me Up,152,4617151,gloabl,2018-08-03--2018-08-10
Anitta,Medicina,153,4614228,gloabl,2018-08-03--2018-08-10
Logic,One Day (feat. Ryan Tedder),154,4606675,gloabl,2018-08-03--2018-08-10
Leslie Grace,Duro y Suave,155,4572688,gloabl,2018-08-03--2018-08-10
Maluma,El Préstamo,156,4547437,gloabl,2018-08-03--2018-08-10
Jess Glynne,I'll Be There,157,4542252,gloabl,2018-08-03--2018-08-10
The Chainsmokers,Something Just Like This,158,4530670,gloabl,2018-08-03--2018-08-10
Karol G,Mi Cama,159,4526718,gloabl,2018-08-03--2018-08-10
XXXTENTACION,Hope,160,4526414,gloabl,2018-08-03--2018-08-10
Alex Rose,Toda - Remix,161,4501763,gloabl,2018-08-03--2018-08-10
Offset,Ric Flair Drip (& Metro Boomin),162,4428342,gloabl,2018-08-03--2018-08-10
Luis Fonsi,Échame La Culpa,163,4426592,gloabl,2018-08-03--2018-08-10
Juice WRLD,Lean Wit Me,164,4351425,gloabl,2018-08-03--2018-08-10
Drake,One Dance,165,4347077,gloabl,2018-08-03--2018-08-10
Kanye West,All Mine,166,4343595,gloabl,2018-08-03--2018-08-10
Portugal. The Man,Feel It Still,167,4320423,gloabl,2018-08-03--2018-08-10
Post Malone,Candy Paint,168,4283897,gloabl,2018-08-03--2018-08-10
Justin Quiles,No Quiero Amarte (feat. Zion & Lennox),169,4246272,gloabl,2018-08-03--2018-08-10
Oasis,Wonderwall - Remastered,170,4229709,gloabl,2018-08-03--2018-08-10
Lauv,I Like Me Better,171,4201697,gloabl,2018-08-03--2018-08-10
Maroon 5,What Lovers Do (feat. SZA),172,4190144,gloabl,2018-08-03--2018-08-10
French Montana,Unforgettable,173,4179242,gloabl,2018-08-03--2018-08-10
Sean Paul,Mad Love,174,4179053,gloabl,2018-08-03--2018-08-10
Ed Sheeran,Perfect Duet (Ed Sheeran & Beyoncé),175,4153414,gloabl,2018-08-03--2018-08-10
Marshmello,Silence,176,4111998,gloabl,2018-08-03--2018-08-10
Selena Gomez,Wolves,177,4106393,gloabl,2018-08-03--2018-08-10
Ed Sheeran,Thinking Out Loud,178,4104252,gloabl,2018-08-03--2018-08-10
LANY,Thru These Tears,179,4096656,gloabl,2018-08-03--2018-08-10
Anuel Aa,Hipócrita,180,4056703,gloabl,2018-08-03--2018-08-10
Avicii,Without You (feat. Sandro Cavazza),181,3990086,gloabl,2018-08-03--2018-08-10
Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),182,3983544,gloabl,2018-08-03--2018-08-10
Imagine Dragons,Whatever It Takes,183,3983218,gloabl,2018-08-03--2018-08-10
Khalid,Young Dumb & Broke,184,3981140,gloabl,2018-08-03--2018-08-10
Sia,"Audio - with Sia, Diplo & Labrinth",185,3939686,gloabl,2018-08-03--2018-08-10
The Killers,Mr. Brightside,186,3932058,gloabl,2018-08-03--2018-08-10
Famous Dex,JAPAN,187,3924788,gloabl,2018-08-03--2018-08-10
Camila Cabello,Never Be the Same,188,3886001,gloabl,2018-08-03--2018-08-10
Beyoncé,Halo,189,3879067,gloabl,2018-08-03--2018-08-10
Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),190,3875714,gloabl,2018-08-03--2018-08-10
John Legend,All of Me,191,3852097,gloabl,2018-08-03--2018-08-10
Paulo Londra,Chica Paranormal,192,3849695,gloabl,2018-08-03--2018-08-10
Demi Lovato,Sorry Not Sorry,193,3848964,gloabl,2018-08-03--2018-08-10
Ed Sheeran,Photograph,194,3840956,gloabl,2018-08-03--2018-08-10
J Balvin,Ambiente,195,3840397,gloabl,2018-08-03--2018-08-10
Natti Natasha,Criminal,196,3839118,gloabl,2018-08-03--2018-08-10
Mac Miller,Self Care,197,3811028,gloabl,2018-08-03--2018-08-10
Bruno Mars,That's What I Like,198,3794083,gloabl,2018-08-03--2018-08-10
Journey,Don't Stop Believin',199,3782620,gloabl,2018-08-03--2018-08-10
Aitana,TELÉFONO,200,3773032,gloabl,2018-08-03--2018-08-10
Drake,In My Feelings,1,60285459,gloabl,2018-07-27--2018-08-03
6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2,31741382,gloabl,2018-07-27--2018-08-03
Maroon 5,Girls Like You (feat. Cardi B),3,26591666,gloabl,2018-07-27--2018-08-03
DJ Khaled,No Brainer,4,26590758,gloabl,2018-07-27--2018-08-03
Cardi B,I Like It,5,25917300,gloabl,2018-07-27--2018-08-03
Juice WRLD,Lucid Dreams,6,23901321,gloabl,2018-07-27--2018-08-03
Tyga,Taste (feat. Offset),7,23210518,gloabl,2018-07-27--2018-08-03
Clean Bandit,Solo (feat. Demi Lovato),8,22465052,gloabl,2018-07-27--2018-08-03
Ariana Grande,God is a woman,9,22382886,gloabl,2018-07-27--2018-08-03
XXXTENTACION,SAD!,10,22217230,gloabl,2018-07-27--2018-08-03
Post Malone,Better Now,11,20399013,gloabl,2018-07-27--2018-08-03
Jonas Blue,Rise,12,20323394,gloabl,2018-07-27--2018-08-03
benny blanco,Eastside (with Halsey & Khalid),13,20234973,gloabl,2018-07-27--2018-08-03
Tiësto,Jackie Chan,14,20132101,gloabl,2018-07-27--2018-08-03
Calvin Harris,One Kiss (with Dua Lipa),15,19854690,gloabl,2018-07-27--2018-08-03
5 Seconds of Summer,Youngblood,16,18504220,gloabl,2018-07-27--2018-08-03
Nio Garcia,Te Boté - Remix,17,17143121,gloabl,2018-07-27--2018-08-03
Drake,Don’t Matter To Me (with Michael Jackson),18,16158645,gloabl,2018-07-27--2018-08-03
XXXTENTACION,Moonlight,19,16028206,gloabl,2018-07-27--2018-08-03
Drake,Nonstop,20,15382463,gloabl,2018-07-27--2018-08-03
Dynoro,In My Mind,21,15098436,gloabl,2018-07-27--2018-08-03
Becky G,Sin Pijama,22,15017587,gloabl,2018-07-27--2018-08-03
Drake,God's Plan,23,14783445,gloabl,2018-07-27--2018-08-03
Loud Luxury,Body,24,14536578,gloabl,2018-07-27--2018-08-03
Martin Garrix,Ocean (feat. Khalid),25,14392057,gloabl,2018-07-27--2018-08-03
Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,26,13600148,gloabl,2018-07-27--2018-08-03
Drake,Nice For What,27,13493014,gloabl,2018-07-27--2018-08-03
Kygo,Born To Be Yours,28,13012854,gloabl,2018-07-27--2018-08-03
Anne-Marie,2002,29,12967898,gloabl,2018-07-27--2018-08-03
J Balvin,No Es Justo,30,12339454,gloabl,2018-07-27--2018-08-03
Ozuna,Vaina Loca,31,12197097,gloabl,2018-07-27--2018-08-03
Dennis Lloyd,Nevermind,32,12015254,gloabl,2018-07-27--2018-08-03
Ariana Grande,no tears left to cry,33,11835326,gloabl,2018-07-27--2018-08-03
XXXTENTACION,changes,34,11744641,gloabl,2018-07-27--2018-08-03
XXXTENTACION,Jocelyn Flores,35,11686307,gloabl,2018-07-27--2018-08-03
Post Malone,Psycho (feat. Ty Dolla $ign),36,11160026,gloabl,2018-07-27--2018-08-03
A$AP Rocky,Praise The Lord (Da Shine),37,11059220,gloabl,2018-07-27--2018-08-03
Post Malone,rockstar (feat. 21 Savage),38,10895359,gloabl,2018-07-27--2018-08-03
Nicky Jam,X - Remix,39,10705976,gloabl,2018-07-27--2018-08-03
Shakira,Clandestino,40,10333670,gloabl,2018-07-27--2018-08-03
Nicky Jam,X,41,10128909,gloabl,2018-07-27--2018-08-03
Marshmello,FRIENDS,42,9974984,gloabl,2018-07-27--2018-08-03
Nicki Minaj,Bed (feat. Ariana Grande),43,9540349,gloabl,2018-07-27--2018-08-03
Zedd,The Middle,44,9495219,gloabl,2018-07-27--2018-08-03
David Guetta,Flames,45,9479871,gloabl,2018-07-27--2018-08-03
Lil Baby,Yes Indeed,46,9148293,gloabl,2018-07-27--2018-08-03
Reik,Me Niego,47,9060906,gloabl,2018-07-27--2018-08-03
Ed Sheeran,Shape of You,48,9053713,gloabl,2018-07-27--2018-08-03
Alvaro Soler,La Cintura,49,9048218,gloabl,2018-07-27--2018-08-03
Zedd,Happy Now,50,8932854,gloabl,2018-07-27--2018-08-03
Billie Eilish,lovely (with Khalid),51,8810654,gloabl,2018-07-27--2018-08-03
Drake,I'm Upset,52,8613177,gloabl,2018-07-27--2018-08-03
Childish Gambino,Summertime Magic,53,8436793,gloabl,2018-07-27--2018-08-03
George Ezra,Shotgun,54,8266383,gloabl,2018-07-27--2018-08-03
XXXTENTACION,Fuck Love (feat. Trippie Redd),55,8237887,gloabl,2018-07-27--2018-08-03
Tyga,SWISH,56,7970077,gloabl,2018-07-27--2018-08-03
Panic! At The Disco,High Hopes,57,7969894,gloabl,2018-07-27--2018-08-03
Imagine Dragons,Natural,58,7955358,gloabl,2018-07-27--2018-08-03
Dua Lipa,IDGAF,59,7947209,gloabl,2018-07-27--2018-08-03
Sofia Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",60,7900684,gloabl,2018-07-27--2018-08-03
BlocBoy JB,Look Alive (feat. Drake),61,7868115,gloabl,2018-07-27--2018-08-03
Camila Cabello,Havana,62,7720729,gloabl,2018-07-27--2018-08-03
Billie Eilish,you should see me in a crown,63,7712358,gloabl,2018-07-27--2018-08-03
Zion & Lennox,La Player (Bandolera),64,7669790,gloabl,2018-07-27--2018-08-03
Bebe Rexha,I'm a Mess,65,7462958,gloabl,2018-07-27--2018-08-03
Logic,One Day (feat. Ryan Tedder),66,7421692,gloabl,2018-07-27--2018-08-03
Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",67,7061613,gloabl,2018-07-27--2018-08-03
Dua Lipa,New Rules,68,7004710,gloabl,2018-07-27--2018-08-03
Drake,Mob Ties,69,6986095,gloabl,2018-07-27--2018-08-03
Ozuna,Unica,70,6886189,gloabl,2018-07-27--2018-08-03
Daddy Yankee,Dura - Remix,71,6794168,gloabl,2018-07-27--2018-08-03
Juice WRLD,All Girls Are The Same,72,6740188,gloabl,2018-07-27--2018-08-03
XXXTENTACION,Everybody Dies In Their Nightmares,73,6737649,gloabl,2018-07-27--2018-08-03
Imagine Dragons,Believer,74,6733160,gloabl,2018-07-27--2018-08-03
Khalid,Love Lies (with Normani),75,6657846,gloabl,2018-07-27--2018-08-03
Karol G,Mi Cama - Remix,76,6601932,gloabl,2018-07-27--2018-08-03
David Guetta,Don't Leave Me Alone (feat. Anne-Marie),77,6599011,gloabl,2018-07-27--2018-08-03
Brytiago,Asesina,78,6556593,gloabl,2018-07-27--2018-08-03
Ed Sheeran,Perfect,79,6527338,gloabl,2018-07-27--2018-08-03
Juice WRLD,Wasted (feat. Lil Uzi Vert),80,6430332,gloabl,2018-07-27--2018-08-03
XXXTENTACION,Look At Me!,81,6372078,gloabl,2018-07-27--2018-08-03
Cheat Codes,Only You (with Little Mix),82,6367797,gloabl,2018-07-27--2018-08-03
Imagine Dragons,Thunder,83,6360616,gloabl,2018-07-27--2018-08-03
Sebastian Yatra,Por Perro,84,6348556,gloabl,2018-07-27--2018-08-03
The Carters,APESHIT,85,6344080,gloabl,2018-07-27--2018-08-03
Years & Years,If You're Over Me,86,6327805,gloabl,2018-07-27--2018-08-03
Cosculluela,Madura (feat. Bad Bunny),87,6269504,gloabl,2018-07-27--2018-08-03
