artist,song,rank,streams,country,week
Lucas Lucco,Permanecer,5,2498787,br,2017-12-01--2017-12-08
Camila Cabello,Havana,6,2263904,br,2017-12-01--2017-12-08
Dua Lipa,New Rules,7,2031026,br,2017-12-01--2017-12-08
1Kilo,Deixe Me Ir - Acústico,8,1985384,br,2017-12-01--2017-12-08
Henrique & Diego,Raspão - Ao Vivo,9,1851810,br,2017-12-01--2017-12-08
Mc Livinho,Fazer Falta,10,1803426,br,2017-12-01--2017-12-08
Anitta,Downtown,1,4264005,br,2017-11-24--2017-12-01
MC's Jhowzinho & Kadinho,Agora Vai Sentar,2,2757828,br,2017-11-24--2017-12-01
Mc Don Juan,Amar Amei,3,2675213,br,2017-11-24--2017-12-01
Matheus & Kauan,Deixa Ela Beijar,4,2455534,br,2017-11-24--2017-12-01
Lucas Lucco,Permanecer,5,2392703,br,2017-11-24--2017-12-01
Camila Cabello,Havana,6,2264374,br,2017-11-24--2017-12-01
Dua Lipa,New Rules,7,2107832,br,2017-11-24--2017-12-01
1Kilo,Deixe Me Ir - Acústico,8,2014017,br,2017-11-24--2017-12-01
Henrique & Diego,Raspão - Ao Vivo,9,1812581,br,2017-11-24--2017-12-01
Mc Livinho,Fazer Falta,10,1765281,br,2017-11-24--2017-12-01
Anitta,Downtown,1,3260613,br,2017-11-17--2017-11-24
MC's Jhowzinho & Kadinho,Agora Vai Sentar,2,2472309,br,2017-11-17--2017-11-24
Mc Don Juan,Amar Amei,3,2228337,br,2017-11-17--2017-11-24
Dua Lipa,New Rules,4,2119361,br,2017-11-17--2017-11-24
Camila Cabello,Havana,5,2101825,br,2017-11-17--2017-11-24
1Kilo,Deixe Me Ir - Acústico,6,1956158,br,2017-11-17--2017-11-24
Lucas Lucco,Permanecer,7,1744503,br,2017-11-17--2017-11-24
Henrique & Diego,Raspão - Ao Vivo,8,1720270,br,2017-11-17--2017-11-24
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),9,1700293,br,2017-11-17--2017-11-24
Mc Livinho,Fazer Falta,10,1689811,br,2017-11-17--2017-11-24
MC's Jhowzinho & Kadinho,Agora Vai Sentar,1,2566088,br,2017-11-10--2017-11-17
Dua Lipa,New Rules,2,2266477,br,2017-11-10--2017-11-17
Camila Cabello,Havana,3,2056163,br,2017-11-10--2017-11-17
1Kilo,Deixe Me Ir - Acústico,4,1969894,br,2017-11-10--2017-11-17
Mc Don Juan,Amar Amei,5,1922115,br,2017-11-10--2017-11-17
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),6,1836331,br,2017-11-10--2017-11-17
Mc Livinho,Fazer Falta,7,1814478,br,2017-11-10--2017-11-17
Henrique & Diego,Raspão - Ao Vivo,8,1769385,br,2017-11-10--2017-11-17
Alok,Big Jet Plane,9,1739114,br,2017-11-10--2017-11-17
MC Kevinho,Encaixa,10,1699348,br,2017-11-10--2017-11-17
MC's Jhowzinho & Kadinho,Agora Vai Sentar,1,2178670,br,2017-11-03--2017-11-10
Dua Lipa,New Rules,2,2058437,br,2017-11-03--2017-11-10
1Kilo,Deixe Me Ir - Acústico,3,1967376,br,2017-11-03--2017-11-10
Camila Cabello,Havana,4,1872931,br,2017-11-03--2017-11-10
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),5,1845536,br,2017-11-03--2017-11-10
Alesso,Is That For Me,6,1692555,br,2017-11-03--2017-11-10
Alok,Big Jet Plane,7,1672706,br,2017-11-03--2017-11-10
Mc Livinho,Fazer Falta,8,1668319,br,2017-11-03--2017-11-10
Henrique & Diego,Raspão - Ao Vivo,9,1640962,br,2017-11-03--2017-11-10
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),10,1584655,br,2017-11-03--2017-11-10
MC's Jhowzinho & Kadinho,Agora Vai Sentar,1,2142497,br,2017-10-27--2017-11-03
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),2,2097337,br,2017-10-27--2017-11-03
Dua Lipa,New Rules,3,2093149,br,2017-10-27--2017-11-03
1Kilo,Deixe Me Ir - Acústico,4,2067776,br,2017-10-27--2017-11-03
Alesso,Is That For Me,5,1949759,br,2017-10-27--2017-11-03
Mc Livinho,Fazer Falta,6,1863689,br,2017-10-27--2017-11-03
Camila Cabello,Havana,7,1847989,br,2017-10-27--2017-11-03
Alok,Big Jet Plane,8,1821303,br,2017-10-27--2017-11-03
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),9,1801597,br,2017-10-27--2017-11-03
MC Kevinho,Encaixa,10,1779174,br,2017-10-27--2017-11-03
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),1,2106499,br,2017-10-20--2017-10-27
1Kilo,Deixe Me Ir - Acústico,2,2074458,br,2017-10-20--2017-10-27
Dua Lipa,New Rules,3,2070474,br,2017-10-20--2017-10-27
Alesso,Is That For Me,4,2029457,br,2017-10-20--2017-10-27
Alok,Big Jet Plane,5,1792572,br,2017-10-20--2017-10-27
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),6,1747600,br,2017-10-20--2017-10-27
Mc Livinho,Fazer Falta,7,1739306,br,2017-10-20--2017-10-27
Henrique & Diego,Raspão - Ao Vivo,8,1665186,br,2017-10-20--2017-10-27
MC Kevinho,Encaixa,9,1652017,br,2017-10-20--2017-10-27
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,10,1600813,br,2017-10-20--2017-10-27
Alesso,Is That For Me,1,2725779,br,2017-10-13--2017-10-20
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),2,2229707,br,2017-10-13--2017-10-20
1Kilo,Deixe Me Ir - Acústico,3,2039060,br,2017-10-13--2017-10-20
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),4,1868685,br,2017-10-13--2017-10-20
Dua Lipa,New Rules,5,1833281,br,2017-10-13--2017-10-20
Mc Livinho,Fazer Falta,6,1815669,br,2017-10-13--2017-10-20
MC Kevinho,Encaixa,7,1729911,br,2017-10-13--2017-10-20
Alok,Big Jet Plane,8,1727424,br,2017-10-13--2017-10-20
Henrique & Diego,Raspão - Ao Vivo,9,1693161,br,2017-10-13--2017-10-20
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,10,1681051,br,2017-10-13--2017-10-20
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),1,2397375,br,2017-10-06--2017-10-13
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),2,2076708,br,2017-10-06--2017-10-13
1Kilo,Deixe Me Ir - Acústico,3,2065069,br,2017-10-06--2017-10-13
Mc Livinho,Fazer Falta,4,1975699,br,2017-10-06--2017-10-13
MC Kevinho,Encaixa,5,1895433,br,2017-10-06--2017-10-13
Pabllo Vittar,K.O.,6,1792453,br,2017-10-06--2017-10-13
Henrique & Diego,Raspão - Ao Vivo,7,1788784,br,2017-10-06--2017-10-13
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,8,1784493,br,2017-10-06--2017-10-13
Dua Lipa,New Rules,9,1758255,br,2017-10-06--2017-10-13
Alok,Big Jet Plane,10,1668641,br,2017-10-06--2017-10-13
1Kilo,Deixe Me Ir - Acústico,1,2003538,br,2017-09-29--2017-10-06
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),2,1980309,br,2017-09-29--2017-10-06
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),3,1927888,br,2017-09-29--2017-10-06
Mc Livinho,Fazer Falta,4,1818635,br,2017-09-29--2017-10-06
MC Kevinho,Encaixa,5,1727813,br,2017-09-29--2017-10-06
Dua Lipa,New Rules,6,1681552,br,2017-09-29--2017-10-06
Henrique & Diego,Raspão - Ao Vivo,7,1669442,br,2017-09-29--2017-10-06
Pabllo Vittar,K.O.,8,1643009,br,2017-09-29--2017-10-06
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,9,1640036,br,2017-09-29--2017-10-06
Henrique & Juliano,Vidinha de Balada - Ao Vivo,10,1491547,br,2017-09-29--2017-10-06
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,2246983,br,2017-09-22--2017-09-29
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),2,2093427,br,2017-09-22--2017-09-29
1Kilo,Deixe Me Ir - Acústico,3,2047579,br,2017-09-22--2017-09-29
Mc Livinho,Fazer Falta,4,1965856,br,2017-09-22--2017-09-29
MC Kevinho,Encaixa,5,1896165,br,2017-09-22--2017-09-29
Pabllo Vittar,K.O.,6,1866602,br,2017-09-22--2017-09-29
Henrique & Diego,Raspão - Ao Vivo,7,1738284,br,2017-09-22--2017-09-29
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,8,1718557,br,2017-09-22--2017-09-29
Dua Lipa,New Rules,9,1694622,br,2017-09-22--2017-09-29
J Balvin,Mi Gente,10,1661107,br,2017-09-22--2017-09-29
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,2434047,br,2017-09-15--2017-09-22
Pabllo Vittar,K.O.,2,2071520,br,2017-09-15--2017-09-22
Mc Livinho,Fazer Falta,3,2039376,br,2017-09-15--2017-09-22
MC Kevinho,Encaixa,4,1967824,br,2017-09-15--2017-09-22
1Kilo,Deixe Me Ir - Acústico,5,1886865,br,2017-09-15--2017-09-22
Pabllo Vittar,Corpo Sensual (feat. Mateus Carrilho),6,1825532,br,2017-09-15--2017-09-22
Henrique & Diego,Raspão - Ao Vivo,7,1769925,br,2017-09-15--2017-09-22
J Balvin,Mi Gente,8,1729882,br,2017-09-15--2017-09-22
Dua Lipa,New Rules,9,1727020,br,2017-09-15--2017-09-22
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,10,1726187,br,2017-09-15--2017-09-22
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,2374037,br,2017-09-08--2017-09-15
Pabllo Vittar,K.O.,2,2226592,br,2017-09-08--2017-09-15
Mc Livinho,Fazer Falta,3,2137754,br,2017-09-08--2017-09-15
MC Kevinho,Encaixa,4,2068865,br,2017-09-08--2017-09-15
1Kilo,Deixe Me Ir - Acústico,5,1887288,br,2017-09-08--2017-09-15
Henrique & Diego,Raspão - Ao Vivo,6,1786930,br,2017-09-08--2017-09-15
Taylor Swift,Look What You Made Me Do,7,1775720,br,2017-09-08--2017-09-15
Wesley Safadão,Ar-Condicionado No 15 - Ao Vivo,8,1748339,br,2017-09-08--2017-09-15
J Balvin,Mi Gente,9,1722381,br,2017-09-08--2017-09-15
MC G15,Cara Bacana,10,1705507,br,2017-09-08--2017-09-15
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,2749926,br,2017-09-01--2017-09-08
Taylor Swift,Look What You Made Me Do,2,2516707,br,2017-09-01--2017-09-08
Mc Livinho,Fazer Falta,3,2462583,br,2017-09-01--2017-09-08
Pabllo Vittar,K.O.,4,2338181,br,2017-09-01--2017-09-08
MC Kevinho,Encaixa,5,2328965,br,2017-09-01--2017-09-08
1Kilo,Deixe Me Ir - Acústico,6,1963279,br,2017-09-01--2017-09-08
Anitta,Paradinha,7,1943284,br,2017-09-01--2017-09-08
MC G15,Cara Bacana,8,1924026,br,2017-09-01--2017-09-08
Henrique & Diego,Raspão - Ao Vivo,9,1893479,br,2017-09-01--2017-09-08
J Balvin,Mi Gente,10,1887794,br,2017-09-01--2017-09-08
Taylor Swift,Look What You Made Me Do,1,3647686,br,2017-08-25--2017-09-01
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),2,2835170,br,2017-08-25--2017-09-01
Mc Livinho,Fazer Falta,3,2474470,br,2017-08-25--2017-09-01
Pabllo Vittar,K.O.,4,2322286,br,2017-08-25--2017-09-01
MC Kevinho,Encaixa,5,2067792,br,2017-08-25--2017-09-01
Anitta,Paradinha,6,1976776,br,2017-08-25--2017-09-01
J Balvin,Mi Gente,7,1963486,br,2017-08-25--2017-09-01
1Kilo,Deixe Me Ir - Acústico,8,1934342,br,2017-08-25--2017-09-01
MC G15,Cara Bacana,9,1882183,br,2017-08-25--2017-09-01
Henrique & Juliano,Vidinha de Balada - Ao Vivo,10,1852132,br,2017-08-25--2017-09-01
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,2960038,br,2017-08-18--2017-08-25
Mc Livinho,Fazer Falta,2,2488589,br,2017-08-18--2017-08-25
Pabllo Vittar,K.O.,3,2403508,br,2017-08-18--2017-08-25
MC Kevinho,Encaixa,4,2224831,br,2017-08-18--2017-08-25
Anitta,Paradinha,5,2002863,br,2017-08-18--2017-08-25
1Kilo,Deixe Me Ir - Acústico,6,1916546,br,2017-08-18--2017-08-25
J Balvin,Mi Gente,7,1879486,br,2017-08-18--2017-08-25
MC G15,Cara Bacana,8,1870047,br,2017-08-18--2017-08-25
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1835963,br,2017-08-18--2017-08-25
Simone & Simaria,Regime Fechado - Ao Vivo,10,1736981,br,2017-08-18--2017-08-25
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,3294721,br,2017-08-11--2017-08-18
Mc Livinho,Fazer Falta,2,2684563,br,2017-08-11--2017-08-18
Pabllo Vittar,K.O.,3,2641989,br,2017-08-11--2017-08-18
Anitta,Paradinha,4,2173533,br,2017-08-11--2017-08-18
MC Kevinho,Encaixa,5,2072810,br,2017-08-11--2017-08-18
Henrique & Juliano,Vidinha de Balada - Ao Vivo,6,1950171,br,2017-08-11--2017-08-18
1Kilo,Deixe Me Ir - Acústico,7,1936295,br,2017-08-11--2017-08-18
MC G15,Cara Bacana,8,1919322,br,2017-08-11--2017-08-18
Simone & Simaria,Regime Fechado - Ao Vivo,9,1750795,br,2017-08-11--2017-08-18
Henrique & Diego,Raspão - Ao Vivo,10,1732096,br,2017-08-11--2017-08-18
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,3777669,br,2017-08-04--2017-08-11
Mc Livinho,Fazer Falta,2,2705761,br,2017-08-04--2017-08-11
Pabllo Vittar,K.O.,3,2634150,br,2017-08-04--2017-08-11
Anitta,Paradinha,4,2431106,br,2017-08-04--2017-08-11
Henrique & Juliano,Vidinha de Balada - Ao Vivo,5,1874912,br,2017-08-04--2017-08-11
1Kilo,Deixe Me Ir - Acústico,6,1862677,br,2017-08-04--2017-08-11
MC G15,Cara Bacana,7,1807370,br,2017-08-04--2017-08-11
Alok,Hear Me Now,8,1762881,br,2017-08-04--2017-08-11
Alok,Never Let Me Go,9,1676883,br,2017-08-04--2017-08-11
Henrique & Diego,Raspão - Ao Vivo,10,1634058,br,2017-08-04--2017-08-11
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,3879186,br,2017-07-28--2017-08-04
Pabllo Vittar,K.O.,2,2679507,br,2017-07-28--2017-08-04
Mc Livinho,Fazer Falta,3,2656492,br,2017-07-28--2017-08-04
Anitta,Paradinha,4,2524416,br,2017-07-28--2017-08-04
Henrique & Juliano,Vidinha de Balada - Ao Vivo,5,1891025,br,2017-07-28--2017-08-04
Ed Sheeran,Shape of You,6,1780962,br,2017-07-28--2017-08-04
Alok,Hear Me Now,7,1731034,br,2017-07-28--2017-08-04
1Kilo,Deixe Me Ir - Acústico,8,1710103,br,2017-07-28--2017-08-04
MC G15,Cara Bacana,9,1700772,br,2017-07-28--2017-08-04
Alok,Never Let Me Go,10,1675564,br,2017-07-28--2017-08-04
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),1,2724600,br,2017-07-21--2017-07-28
Mc Livinho,Fazer Falta,2,2702743,br,2017-07-21--2017-07-28
Pabllo Vittar,K.O.,3,2603664,br,2017-07-21--2017-07-28
Anitta,Paradinha,4,2516272,br,2017-07-21--2017-07-28
Ed Sheeran,Shape of You,5,1832821,br,2017-07-21--2017-07-28
Henrique & Juliano,Vidinha de Balada - Ao Vivo,6,1825253,br,2017-07-21--2017-07-28
Alok,Hear Me Now,7,1775738,br,2017-07-21--2017-07-28
Alok,Never Let Me Go,8,1681089,br,2017-07-21--2017-07-28
Luis Fonsi,Despacito - Remix,9,1612376,br,2017-07-21--2017-07-28
Henrique & Diego,Raspão - Ao Vivo,10,1606236,br,2017-07-21--2017-07-28
Anitta,Paradinha,1,2627786,br,2017-07-07--2017-07-14
Mc Livinho,Fazer Falta,2,2598026,br,2017-07-07--2017-07-14
Pabllo Vittar,K.O.,3,2470877,br,2017-07-07--2017-07-14
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),4,2349780,br,2017-07-07--2017-07-14
Ed Sheeran,Shape of You,5,1940378,br,2017-07-07--2017-07-14
Luis Fonsi,Despacito - Remix,6,1828805,br,2017-07-07--2017-07-14
Alok,Hear Me Now,7,1820396,br,2017-07-07--2017-07-14
Alok,Never Let Me Go,8,1745097,br,2017-07-07--2017-07-14
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1660892,br,2017-07-07--2017-07-14
Henrique & Diego,Raspão - Ao Vivo,10,1535241,br,2017-07-07--2017-07-14
Anitta,Paradinha,1,2672278,br,2017-06-30--2017-07-07
Mc Livinho,Fazer Falta,2,2535965,br,2017-06-30--2017-07-07
Pabllo Vittar,K.O.,3,2491932,br,2017-06-30--2017-07-07
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),4,2228624,br,2017-06-30--2017-07-07
Ed Sheeran,Shape of You,5,1957753,br,2017-06-30--2017-07-07
Luis Fonsi,Despacito - Remix,6,1910510,br,2017-06-30--2017-07-07
Alok,Hear Me Now,7,1800052,br,2017-06-30--2017-07-07
Alok,Never Let Me Go,8,1724633,br,2017-06-30--2017-07-07
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1574235,br,2017-06-30--2017-07-07
Mc Zaac,Vai Embrazando,10,1438170,br,2017-06-30--2017-07-07
Anitta,Paradinha,1,2947046,br,2017-06-23--2017-06-30
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),2,2503206,br,2017-06-23--2017-06-30
Mc Livinho,Fazer Falta,3,2476342,br,2017-06-23--2017-06-30
Pabllo Vittar,K.O.,4,2411091,br,2017-06-23--2017-06-30
Luis Fonsi,Despacito - Remix,5,2097164,br,2017-06-23--2017-06-30
Ed Sheeran,Shape of You,6,2052157,br,2017-06-23--2017-06-30
Alok,Hear Me Now,7,1817019,br,2017-06-23--2017-06-30
Alok,Never Let Me Go,8,1774990,br,2017-06-23--2017-06-30
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1614011,br,2017-06-23--2017-06-30
Mc Zaac,Vai Embrazando,10,1553926,br,2017-06-23--2017-06-30
Anitta,Paradinha,1,2855299,br,2017-06-16--2017-06-23
Luis Fonsi,Despacito - Remix,2,2231090,br,2017-06-16--2017-06-23
Ed Sheeran,Shape of You,3,2070792,br,2017-06-16--2017-06-23
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),4,1959013,br,2017-06-16--2017-06-23
Pabllo Vittar,K.O.,5,1958668,br,2017-06-16--2017-06-23
Alok,Hear Me Now,6,1718480,br,2017-06-16--2017-06-23
Alok,Never Let Me Go,7,1662337,br,2017-06-16--2017-06-23
Mc Livinho,Fazer Falta,8,1632597,br,2017-06-16--2017-06-23
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1590455,br,2017-06-16--2017-06-23
Mc Zaac,Vai Embrazando,10,1558820,br,2017-06-16--2017-06-23
Anitta,Paradinha,1,3060960,br,2017-06-09--2017-06-16
Luis Fonsi,Despacito - Remix,2,2581105,br,2017-06-09--2017-06-16
Ed Sheeran,Shape of You,3,2213127,br,2017-06-09--2017-06-16
Major Lazer,Sua Cara (feat. Anitta & Pabllo Vittar),4,1860142,br,2017-06-09--2017-06-16
Luis Fonsi,Despacito (Featuring Daddy Yankee),5,1803254,br,2017-06-09--2017-06-16
David Guetta,2U (feat. Justin Bieber),6,1695178,br,2017-06-09--2017-06-16
Mc Zaac,Vai Embrazando,7,1675717,br,2017-06-09--2017-06-16
Pabllo Vittar,K.O.,8,1643554,br,2017-06-09--2017-06-16
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1627364,br,2017-06-09--2017-06-16
Alok,Hear Me Now,10,1626631,br,2017-06-09--2017-06-16
Luis Fonsi,Despacito - Remix,1,3292378,br,2017-05-19--2017-05-26
Ed Sheeran,Shape of You,2,2416297,br,2017-05-19--2017-05-26
Iggy Azalea,Switch,3,2127337,br,2017-05-19--2017-05-26
Luis Fonsi,Despacito (Featuring Daddy Yankee),4,1964532,br,2017-05-19--2017-05-26
Mc Zaac,Vai Embrazando,5,1825514,br,2017-05-19--2017-05-26
Alok,Never Let Me Go,6,1783348,br,2017-05-19--2017-05-26
Camila Cabello,Crying in the Club,7,1736747,br,2017-05-19--2017-05-26
Selena Gomez,Bad Liar,8,1634602,br,2017-05-19--2017-05-26
Alok,Hear Me Now,9,1608507,br,2017-05-19--2017-05-26
MC Fioti,Bum Bum Tam Tam,10,1557554,br,2017-05-19--2017-05-26
Luis Fonsi,Despacito - Remix,1,3727183,br,2017-05-12--2017-05-19
Ed Sheeran,Shape of You,2,2468781,br,2017-05-12--2017-05-19
Luis Fonsi,Despacito (Featuring Daddy Yankee),3,2291076,br,2017-05-12--2017-05-19
Mc Zaac,Vai Embrazando,4,2020190,br,2017-05-12--2017-05-19
Alok,Never Let Me Go,5,1905347,br,2017-05-12--2017-05-19
Alok,Hear Me Now,6,1700923,br,2017-05-12--2017-05-19
MC Kevinho,O Grave Bater,7,1612725,br,2017-05-12--2017-05-19
MC Fioti,Bum Bum Tam Tam,8,1587853,br,2017-05-12--2017-05-19
Nego do Borel,Você Partiu Meu Coração,9,1515546,br,2017-05-12--2017-05-19
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",10,1458691,br,2017-05-12--2017-05-19
Luis Fonsi,Despacito - Remix,1,3884563,br,2017-05-05--2017-05-12
Ed Sheeran,Shape of You,2,2502067,br,2017-05-05--2017-05-12
Luis Fonsi,Despacito (Featuring Daddy Yankee),3,2285921,br,2017-05-05--2017-05-12
Mc Zaac,Vai Embrazando,4,2119125,br,2017-05-05--2017-05-12
Alok,Never Let Me Go,5,1779171,br,2017-05-05--2017-05-12
Alok,Hear Me Now,6,1747725,br,2017-05-05--2017-05-12
Nego do Borel,Você Partiu Meu Coração,7,1677502,br,2017-05-05--2017-05-12
MC Kevinho,O Grave Bater,8,1631067,br,2017-05-05--2017-05-12
MC Fioti,Bum Bum Tam Tam,9,1552145,br,2017-05-05--2017-05-12
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,10,1422194,br,2017-05-05--2017-05-12
Luis Fonsi,Despacito - Remix,1,3807849,br,2017-04-28--2017-05-05
Ed Sheeran,Shape of You,2,2439698,br,2017-04-28--2017-05-05
Mc Zaac,Vai Embrazando,3,2245956,br,2017-04-28--2017-05-05
Luis Fonsi,Despacito (Featuring Daddy Yankee),4,1893948,br,2017-04-28--2017-05-05
Nego do Borel,Você Partiu Meu Coração,5,1759750,br,2017-04-28--2017-05-05
MC Kevinho,O Grave Bater,6,1748875,br,2017-04-28--2017-05-05
Alok,Hear Me Now,7,1662335,br,2017-04-28--2017-05-05
MC Fioti,Bum Bum Tam Tam,8,1555009,br,2017-04-28--2017-05-05
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,9,1439639,br,2017-04-28--2017-05-05
Simone & Simaria,Loka,10,1389984,br,2017-04-28--2017-05-05
Luis Fonsi,Despacito - Remix,1,3790105,br,2017-04-21--2017-04-28
Ed Sheeran,Shape of You,2,2430147,br,2017-04-21--2017-04-28
Mc Zaac,Vai Embrazando,3,2412723,br,2017-04-21--2017-04-28
MC Kevinho,O Grave Bater,4,1862215,br,2017-04-21--2017-04-28
Nego do Borel,Você Partiu Meu Coração,5,1832206,br,2017-04-21--2017-04-28
Alok,Hear Me Now,6,1684064,br,2017-04-21--2017-04-28
Luis Fonsi,Despacito (Featuring Daddy Yankee),7,1575999,br,2017-04-21--2017-04-28
MC Fioti,Bum Bum Tam Tam,8,1531621,br,2017-04-21--2017-04-28
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,9,1464563,br,2017-04-21--2017-04-28
Simone & Simaria,Loka,10,1424801,br,2017-04-21--2017-04-28
Ed Sheeran,Shape of You,1,2480008,br,2017-04-14--2017-04-21
Mc Zaac,Vai Embrazando,2,2333566,br,2017-04-14--2017-04-21
Nego do Borel,Você Partiu Meu Coração,3,1890477,br,2017-04-14--2017-04-21
MC Kevinho,O Grave Bater,4,1857207,br,2017-04-14--2017-04-21
Alok,Hear Me Now,5,1718140,br,2017-04-14--2017-04-21
Simone & Simaria,Loka,6,1483452,br,2017-04-14--2017-04-21
MC Fioti,Bum Bum Tam Tam,7,1469357,br,2017-04-14--2017-04-21
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,8,1458120,br,2017-04-14--2017-04-21
Henrique & Juliano,Vidinha de Balada - Ao Vivo,9,1408651,br,2017-04-14--2017-04-21
MC Kevinho,Olha a Explosão,10,1404250,br,2017-04-14--2017-04-21
Ed Sheeran,Shape of You,1,2583168,br,2017-04-07--2017-04-14
Mc Zaac,Vai Embrazando,2,2314808,br,2017-04-07--2017-04-14
Nego do Borel,Você Partiu Meu Coração,3,1933602,br,2017-04-07--2017-04-14
MC Kevinho,O Grave Bater,4,1928558,br,2017-04-07--2017-04-14
Alok,Hear Me Now,5,1807489,br,2017-04-07--2017-04-14
Simone & Simaria,Loka,6,1564621,br,2017-04-07--2017-04-14
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,7,1505948,br,2017-04-07--2017-04-14
Henrique & Juliano,Vidinha de Balada - Ao Vivo,8,1446289,br,2017-04-07--2017-04-14
Luan Santana,Acordando o Prédio,9,1414329,br,2017-04-07--2017-04-14
MC Kevinho,Olha a Explosão,10,1412881,br,2017-04-07--2017-04-14
Ed Sheeran,Shape of You,1,2546506,br,2017-03-31--2017-04-07
Nego do Borel,Você Partiu Meu Coração,2,2014303,br,2017-03-31--2017-04-07
Mc Zaac,Vai Embrazando,3,2007780,br,2017-03-31--2017-04-07
Alok,Hear Me Now,4,1837746,br,2017-03-31--2017-04-07
MC Kevinho,O Grave Bater,5,1711427,br,2017-03-31--2017-04-07
Simone & Simaria,Loka,6,1571284,br,2017-03-31--2017-04-07
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,7,1483923,br,2017-03-31--2017-04-07
Henrique & Juliano,Vidinha de Balada - Ao Vivo,8,1464885,br,2017-03-31--2017-04-07
MC Kevinho,Olha a Explosão,9,1419806,br,2017-03-31--2017-04-07
Luan Santana,Acordando o Prédio,10,1413510,br,2017-03-31--2017-04-07
Ed Sheeran,Shape of You,1,2619301,br,2017-03-24--2017-03-31
Nego do Borel,Você Partiu Meu Coração,2,2062272,br,2017-03-24--2017-03-31
Alok,Hear Me Now,3,1810601,br,2017-03-24--2017-03-31
Simone & Simaria,Loka,4,1606020,br,2017-03-24--2017-03-31
Henrique & Juliano,Vidinha de Balada - Ao Vivo,5,1498933,br,2017-03-24--2017-03-31
Matheus & Kauan,Te Assumi Pro Brasil - Ao Vivo,6,1478369,br,2017-03-24--2017-03-31
MC Kevinho,Olha a Explosão,7,1464424,br,2017-03-24--2017-03-31
Mc Zaac,Vai Embrazando,8,1435794,br,2017-03-24--2017-03-31
Luan Santana,Acordando o Prédio,9,1374816,br,2017-03-24--2017-03-31
Haikaiss,Raplord,10,1254492,br,2017-03-24--2017-03-31
Ed Sheeran,Shape of You,1,2711046,br,2017-03-17--2017-03-24
Nego do Borel,Você Partiu Meu Coração,2,2180943,br,2017-03-17--2017-03-24
Alok,Hear Me Now,3,1785801,br,2017-03-17--2017-03-24
Simone & Simaria,Loka,4,1694484,br,2017-03-17--2017-03-24
Henrique & Juliano,Vidinha de Balada - Ao Vivo,5,1550773,br,2017-03-17--2017-03-24
