artist,song,rank,streams,country,week
French Montana,Unforgettable,9,17849,lt,2017-08-18--2017-08-25
David Guetta,2U (feat. Justin Bieber),10,17338,lt,2017-08-18--2017-08-25
Dua Lipa,New Rules,1,21930,lt,2017-08-11--2017-08-18
J Balvin,Mi Gente,2,20808,lt,2017-08-11--2017-08-18
Axwell /\ Ingrosso,More Than You Know,3,20190,lt,2017-08-11--2017-08-18
Calvin Harris,Feels,4,19689,lt,2017-08-11--2017-08-18
French Montana,Unforgettable,5,19178,lt,2017-08-11--2017-08-18
Imagine Dragons,Thunder,6,19097,lt,2017-08-11--2017-08-18
Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),7,18734,lt,2017-08-11--2017-08-18
David Guetta,2U (feat. Justin Bieber),8,18581,lt,2017-08-11--2017-08-18
Jonas Blue,Mama,9,16211,lt,2017-08-11--2017-08-18
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),10,16124,lt,2017-08-11--2017-08-18
Imagine Dragons,Thunder,1,21146,lt,2017-08-04--2017-08-11
J Balvin,Mi Gente,2,20529,lt,2017-08-04--2017-08-11
Dua Lipa,New Rules,3,20227,lt,2017-08-04--2017-08-11
Axwell /\ Ingrosso,More Than You Know,4,20220,lt,2017-08-04--2017-08-11
French Montana,Unforgettable,5,20053,lt,2017-08-04--2017-08-11
David Guetta,2U (feat. Justin Bieber),6,19847,lt,2017-08-04--2017-08-11
Calvin Harris,Feels,7,19736,lt,2017-08-04--2017-08-11
Louis Tomlinson,Back to You (feat. Bebe Rexha & Digital Farm Animals),8,18916,lt,2017-08-04--2017-08-11
Selena Gomez,Fetish (feat. Gucci Mane),9,17113,lt,2017-08-04--2017-08-11
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),10,17025,lt,2017-08-04--2017-08-11
Imagine Dragons,Thunder,1,21399,lt,2017-07-28--2017-08-04
David Guetta,2U (feat. Justin Bieber),2,20923,lt,2017-07-28--2017-08-04
J Balvin,Mi Gente,3,20715,lt,2017-07-28--2017-08-04
Axwell /\ Ingrosso,More Than You Know,4,20394,lt,2017-07-28--2017-08-04
French Montana,Unforgettable,5,20138,lt,2017-07-28--2017-08-04
Calvin Harris,Feels,6,19843,lt,2017-07-28--2017-08-04
Selena Gomez,Fetish (feat. Gucci Mane),7,18959,lt,2017-07-28--2017-08-04
Dua Lipa,New Rules,8,18567,lt,2017-07-28--2017-08-04
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),9,18015,lt,2017-07-28--2017-08-04
Jonas Blue,Mama,10,17516,lt,2017-07-28--2017-08-04
Imagine Dragons,Thunder,1,21766,lt,2017-07-21--2017-07-28
French Montana,Unforgettable,2,20907,lt,2017-07-21--2017-07-28
Calvin Harris,Feels,3,20725,lt,2017-07-21--2017-07-28
David Guetta,2U (feat. Justin Bieber),4,20455,lt,2017-07-21--2017-07-28
Axwell /\ Ingrosso,More Than You Know,5,20102,lt,2017-07-21--2017-07-28
J Balvin,Mi Gente,6,19434,lt,2017-07-21--2017-07-28
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),7,19140,lt,2017-07-21--2017-07-28
Selena Gomez,Fetish (feat. Gucci Mane),8,18000,lt,2017-07-21--2017-07-28
Martin Garrix,There for You,9,17834,lt,2017-07-21--2017-07-28
Luis Fonsi,Despacito - Remix,10,17482,lt,2017-07-21--2017-07-28
David Guetta,2U (feat. Justin Bieber),1,24473,lt,2017-07-07--2017-07-14
Imagine Dragons,Thunder,2,22528,lt,2017-07-07--2017-07-14
Calvin Harris,Feels,3,21305,lt,2017-07-07--2017-07-14
French Montana,Unforgettable,4,20614,lt,2017-07-07--2017-07-14
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),5,19870,lt,2017-07-07--2017-07-14
Luis Fonsi,Despacito - Remix,6,19731,lt,2017-07-07--2017-07-14
Axwell /\ Ingrosso,More Than You Know,7,19537,lt,2017-07-07--2017-07-14
Martin Garrix,There for You,8,19427,lt,2017-07-07--2017-07-14
Jonas Blue,Mama,9,18708,lt,2017-07-07--2017-07-14
Charlie Puth,Attention,10,17742,lt,2017-07-07--2017-07-14
David Guetta,2U (feat. Justin Bieber),1,23602,lt,2017-06-30--2017-07-07
Imagine Dragons,Thunder,2,23562,lt,2017-06-30--2017-07-07
Luis Fonsi,Despacito - Remix,3,21183,lt,2017-06-30--2017-07-07
Martin Garrix,There for You,4,20909,lt,2017-06-30--2017-07-07
Calvin Harris,Feels,5,20704,lt,2017-06-30--2017-07-07
French Montana,Unforgettable,6,20553,lt,2017-06-30--2017-07-07
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),7,20295,lt,2017-06-30--2017-07-07
Axwell /\ Ingrosso,More Than You Know,8,19104,lt,2017-06-30--2017-07-07
Jonas Blue,Mama,9,18435,lt,2017-06-30--2017-07-07
Charlie Puth,Attention,10,17625,lt,2017-06-30--2017-07-07
Imagine Dragons,Thunder,1,25556,lt,2017-06-23--2017-06-30
David Guetta,2U (feat. Justin Bieber),2,24653,lt,2017-06-23--2017-06-30
Luis Fonsi,Despacito - Remix,3,22365,lt,2017-06-23--2017-06-30
Martin Garrix,There for You,4,21623,lt,2017-06-23--2017-06-30
French Montana,Unforgettable,5,20274,lt,2017-06-23--2017-06-30
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),6,19808,lt,2017-06-23--2017-06-30
Jonas Blue,Mama,7,19584,lt,2017-06-23--2017-06-30
Axwell /\ Ingrosso,More Than You Know,8,19090,lt,2017-06-23--2017-06-30
Imagine Dragons,Believer,9,18334,lt,2017-06-23--2017-06-30
Charlie Puth,Attention,10,18235,lt,2017-06-23--2017-06-30
David Guetta,2U (feat. Justin Bieber),1,23832,lt,2017-06-16--2017-06-23
Luis Fonsi,Despacito - Remix,2,23261,lt,2017-06-16--2017-06-23
Imagine Dragons,Thunder,3,21903,lt,2017-06-16--2017-06-23
French Montana,Unforgettable,4,20341,lt,2017-06-16--2017-06-23
Martin Garrix,There for You,5,20155,lt,2017-06-16--2017-06-23
Jonas Blue,Mama,6,19765,lt,2017-06-16--2017-06-23
Charlie Puth,Attention,7,19377,lt,2017-06-16--2017-06-23
Miley Cyrus,Malibu,8,18806,lt,2017-06-16--2017-06-23
Shawn Mendes,There's Nothing Holdin' Me Back,9,17325,lt,2017-06-16--2017-06-23
Calvin Harris,Feels,10,17264,lt,2017-06-16--2017-06-23
Luis Fonsi,Despacito - Remix,1,24989,lt,2017-06-09--2017-06-16
David Guetta,2U (feat. Justin Bieber),2,24825,lt,2017-06-09--2017-06-16
Imagine Dragons,Thunder,3,22074,lt,2017-06-09--2017-06-16
French Montana,Unforgettable,4,21752,lt,2017-06-09--2017-06-16
Charlie Puth,Attention,5,21004,lt,2017-06-09--2017-06-16
Martin Garrix,There for You,6,20881,lt,2017-06-09--2017-06-16
Miley Cyrus,Malibu,7,19828,lt,2017-06-09--2017-06-16
Kendrick Lamar,HUMBLE.,8,18971,lt,2017-06-09--2017-06-16
Jonas Blue,Mama,9,18358,lt,2017-06-09--2017-06-16
DJ Khaled,I'm the One,10,18005,lt,2017-06-09--2017-06-16
Luis Fonsi,Despacito - Remix,1,29529,lt,2017-05-19--2017-05-26
Selena Gomez,Bad Liar,2,25888,lt,2017-05-19--2017-05-26
Charlie Puth,Attention,3,21765,lt,2017-05-19--2017-05-26
Miley Cyrus,Malibu,4,21639,lt,2017-05-19--2017-05-26
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",5,20661,lt,2017-05-19--2017-05-26
Shawn Mendes,There's Nothing Holdin' Me Back,6,20567,lt,2017-05-19--2017-05-26
Imagine Dragons,Thunder,7,20517,lt,2017-05-19--2017-05-26
Kendrick Lamar,HUMBLE.,8,19408,lt,2017-05-19--2017-05-26
Zedd,Stay (with Alessia Cara),9,17450,lt,2017-05-19--2017-05-26
Clean Bandit,Symphony (feat. Zara Larsson),10,17100,lt,2017-05-19--2017-05-26
Luis Fonsi,Despacito - Remix,1,30967,lt,2017-05-12--2017-05-19
Blanche,City Lights,2,23583,lt,2017-05-12--2017-05-19
Salvador Sobral,Amar pelos Dois,3,21421,lt,2017-05-12--2017-05-19
Kendrick Lamar,HUMBLE.,4,20302,lt,2017-05-12--2017-05-19
Charlie Puth,Attention,5,20068,lt,2017-05-12--2017-05-19
JOWST,Grab The Moment,6,19871,lt,2017-05-12--2017-05-19
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",7,18878,lt,2017-05-12--2017-05-19
Kristian Kostov,Beautiful Mess,8,18742,lt,2017-05-12--2017-05-19
Ed Sheeran,Shape of You,9,18658,lt,2017-05-12--2017-05-19
Miley Cyrus,Malibu,10,18590,lt,2017-05-12--2017-05-19
Luis Fonsi,Despacito - Remix,1,34754,lt,2017-05-05--2017-05-12
Kendrick Lamar,HUMBLE.,2,20821,lt,2017-05-05--2017-05-12
Ed Sheeran,Shape of You,3,20136,lt,2017-05-05--2017-05-12
Drake,Passionfruit,4,18059,lt,2017-05-05--2017-05-12
The Chainsmokers,Something Just Like This,5,18056,lt,2017-05-05--2017-05-12
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",6,18007,lt,2017-05-05--2017-05-12
Luis Fonsi,Despacito (Featuring Daddy Yankee),7,17973,lt,2017-05-05--2017-05-12
Charlie Puth,Attention,8,17588,lt,2017-05-05--2017-05-12
Shawn Mendes,There's Nothing Holdin' Me Back,9,17314,lt,2017-05-05--2017-05-12
Clean Bandit,Symphony (feat. Zara Larsson),10,16810,lt,2017-05-05--2017-05-12
Luis Fonsi,Despacito - Remix,1,30531,lt,2017-04-28--2017-05-05
Kendrick Lamar,HUMBLE.,2,22488,lt,2017-04-28--2017-05-05
Ed Sheeran,Shape of You,3,21790,lt,2017-04-28--2017-05-05
Drake,Passionfruit,4,20134,lt,2017-04-28--2017-05-05
Kygo,It Ain't Me (with Selena Gomez),5,18411,lt,2017-04-28--2017-05-05
The Chainsmokers,Something Just Like This,6,18360,lt,2017-04-28--2017-05-05
Clean Bandit,Symphony (feat. Zara Larsson),7,17936,lt,2017-04-28--2017-05-05
Shawn Mendes,There's Nothing Holdin' Me Back,8,17460,lt,2017-04-28--2017-05-05
Zedd,Stay (with Alessia Cara),9,17188,lt,2017-04-28--2017-05-05
Future,Mask Off,10,16275,lt,2017-04-28--2017-05-05
Luis Fonsi,Despacito - Remix,1,26057,lt,2017-04-21--2017-04-28
Kendrick Lamar,HUMBLE.,2,25845,lt,2017-04-21--2017-04-28
Ed Sheeran,Shape of You,3,23494,lt,2017-04-21--2017-04-28
Drake,Passionfruit,4,21583,lt,2017-04-21--2017-04-28
The Chainsmokers,Something Just Like This,5,20051,lt,2017-04-21--2017-04-28
Clean Bandit,Symphony (feat. Zara Larsson),6,19538,lt,2017-04-21--2017-04-28
Zedd,Stay (with Alessia Cara),7,19301,lt,2017-04-21--2017-04-28
Kygo,It Ain't Me (with Selena Gomez),8,19041,lt,2017-04-21--2017-04-28
Shawn Mendes,There's Nothing Holdin' Me Back,9,17118,lt,2017-04-21--2017-04-28
Future,Mask Off,10,17060,lt,2017-04-21--2017-04-28
Kendrick Lamar,HUMBLE.,1,28365,lt,2017-04-14--2017-04-21
Ed Sheeran,Shape of You,2,24512,lt,2017-04-14--2017-04-21
Drake,Passionfruit,3,21573,lt,2017-04-14--2017-04-21
The Chainsmokers,Something Just Like This,4,21433,lt,2017-04-14--2017-04-21
Kygo,It Ain't Me (with Selena Gomez),5,19962,lt,2017-04-14--2017-04-21
Clean Bandit,Symphony (feat. Zara Larsson),6,19924,lt,2017-04-14--2017-04-21
Kendrick Lamar,DNA.,7,18668,lt,2017-04-14--2017-04-21
Zedd,Stay (with Alessia Cara),8,18428,lt,2017-04-14--2017-04-21
Julia Michaels,Issues,9,16023,lt,2017-04-14--2017-04-21
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,10,15437,lt,2017-04-14--2017-04-21
Ed Sheeran,Shape of You,1,29679,lt,2017-04-07--2017-04-14
The Chainsmokers,Something Just Like This,2,26974,lt,2017-04-07--2017-04-14
Drake,Passionfruit,3,25359,lt,2017-04-07--2017-04-14
Kygo,It Ain't Me (with Selena Gomez),4,24107,lt,2017-04-07--2017-04-14
Clean Bandit,Symphony (feat. Zara Larsson),5,22732,lt,2017-04-07--2017-04-14
Zedd,Stay (with Alessia Cara),6,21895,lt,2017-04-07--2017-04-14
Kendrick Lamar,HUMBLE.,7,19181,lt,2017-04-07--2017-04-14
Julia Michaels,Issues,8,18932,lt,2017-04-07--2017-04-14
The Chainsmokers,Paris,9,18915,lt,2017-04-07--2017-04-14
Future,Mask Off,10,16874,lt,2017-04-07--2017-04-14
Ed Sheeran,Shape of You,1,29869,lt,2017-03-31--2017-04-07
Drake,Passionfruit,2,25415,lt,2017-03-31--2017-04-07
Kygo,It Ain't Me (with Selena Gomez),3,24541,lt,2017-03-31--2017-04-07
The Chainsmokers,Something Just Like This,4,23325,lt,2017-03-31--2017-04-07
Zedd,Stay (with Alessia Cara),5,20073,lt,2017-03-31--2017-04-07
Clean Bandit,Symphony (feat. Zara Larsson),6,19476,lt,2017-03-31--2017-04-07
Julia Michaels,Issues,7,18745,lt,2017-03-31--2017-04-07
The Chainsmokers,Paris,8,18024,lt,2017-03-31--2017-04-07
Imagine Dragons,Believer,9,16817,lt,2017-03-31--2017-04-07
Kendrick Lamar,HUMBLE.,10,16685,lt,2017-03-31--2017-04-07
Ed Sheeran,Shape of You,1,33891,lt,2017-03-24--2017-03-31
Drake,Passionfruit,2,26248,lt,2017-03-24--2017-03-31
Kygo,It Ain't Me (with Selena Gomez),3,25765,lt,2017-03-24--2017-03-31
The Chainsmokers,Something Just Like This,4,25007,lt,2017-03-24--2017-03-31
Zedd,Stay (with Alessia Cara),5,20946,lt,2017-03-24--2017-03-31
Julia Michaels,Issues,6,19470,lt,2017-03-24--2017-03-31
The Chainsmokers,Paris,7,18843,lt,2017-03-24--2017-03-31
Imagine Dragons,Believer,8,18092,lt,2017-03-24--2017-03-31
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",9,17964,lt,2017-03-24--2017-03-31
Ed Sheeran,Galway Girl,10,17866,lt,2017-03-24--2017-03-31
Ed Sheeran,Shape of You,1,35858,lt,2017-03-17--2017-03-24
The Chainsmokers,Something Just Like This,2,26468,lt,2017-03-17--2017-03-24
Kygo,It Ain't Me (with Selena Gomez),3,26169,lt,2017-03-17--2017-03-24
Julia Michaels,Issues,4,20870,lt,2017-03-17--2017-03-24
Zedd,Stay (with Alessia Cara),5,20231,lt,2017-03-17--2017-03-24
The Chainsmokers,Paris,6,20208,lt,2017-03-17--2017-03-24
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",7,20078,lt,2017-03-17--2017-03-24
Imagine Dragons,Believer,8,19402,lt,2017-03-17--2017-03-24
Katy Perry,Chained To The Rhythm,9,18558,lt,2017-03-17--2017-03-24
Ed Sheeran,Galway Girl,10,18434,lt,2017-03-17--2017-03-24
Ed Sheeran,Shape of You,1,39367,lt,2017-03-10--2017-03-17
Kygo,It Ain't Me (with Selena Gomez),2,27366,lt,2017-03-10--2017-03-17
The Chainsmokers,Something Just Like This,3,25820,lt,2017-03-10--2017-03-17
The Chainsmokers,Paris,4,22095,lt,2017-03-10--2017-03-17
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",5,21861,lt,2017-03-10--2017-03-17
Julia Michaels,Issues,6,21530,lt,2017-03-10--2017-03-17
Katy Perry,Chained To The Rhythm,7,20935,lt,2017-03-10--2017-03-17
Zedd,Stay (with Alessia Cara),8,20781,lt,2017-03-10--2017-03-17
Imagine Dragons,Believer,9,20397,lt,2017-03-10--2017-03-17
Maroon 5,Cold,10,18706,lt,2017-03-10--2017-03-17
Ed Sheeran,Shape of You,1,45327,lt,2017-03-03--2017-03-10
Kygo,It Ain't Me (with Selena Gomez),2,28900,lt,2017-03-03--2017-03-10
The Chainsmokers,Something Just Like This,3,26476,lt,2017-03-03--2017-03-10
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4,23676,lt,2017-03-03--2017-03-10
The Chainsmokers,Paris,5,22733,lt,2017-03-03--2017-03-10
Katy Perry,Chained To The Rhythm,6,22075,lt,2017-03-03--2017-03-10
Ed Sheeran,Castle on the Hill,7,21769,lt,2017-03-03--2017-03-10
Julia Michaels,Issues,8,21733,lt,2017-03-03--2017-03-10
Martin Garrix,Scared to Be Lonely,9,19718,lt,2017-03-03--2017-03-10
Maroon 5,Cold,10,19309,lt,2017-03-03--2017-03-10
Ed Sheeran,Shape of You,1,41185,lt,2017-02-24--2017-03-03
Kygo,It Ain't Me (with Selena Gomez),2,30236,lt,2017-02-24--2017-03-03
The Chainsmokers,Something Just Like This,3,29135,lt,2017-02-24--2017-03-03
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",4,25448,lt,2017-02-24--2017-03-03
The Chainsmokers,Paris,5,24747,lt,2017-02-24--2017-03-03
Katy Perry,Chained To The Rhythm,6,24604,lt,2017-02-24--2017-03-03
Julia Michaels,Issues,7,22065,lt,2017-02-24--2017-03-03
Martin Garrix,Scared to Be Lonely,8,21646,lt,2017-02-24--2017-03-03
Maroon 5,Cold,9,20314,lt,2017-02-24--2017-03-03
Imagine Dragons,Believer,10,20302,lt,2017-02-24--2017-03-03
Ed Sheeran,Shape of You,1,41833,lt,2017-02-17--2017-02-24
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,26443,lt,2017-02-17--2017-02-24
Kygo,It Ain't Me (with Selena Gomez),3,25745,lt,2017-02-17--2017-02-24
The Chainsmokers,Paris,4,23836,lt,2017-02-17--2017-02-24
Katy Perry,Chained To The Rhythm,5,22691,lt,2017-02-17--2017-02-24
Martin Garrix,Scared to Be Lonely,6,21004,lt,2017-02-17--2017-02-24
Julia Michaels,Issues,7,20552,lt,2017-02-17--2017-02-24
Starley,Call On Me - Ryan Riback Extended Remix,8,18218,lt,2017-02-17--2017-02-24
Imagine Dragons,Believer,9,17181,lt,2017-02-17--2017-02-24
Ed Sheeran,Castle on the Hill,10,16185,lt,2017-02-17--2017-02-24
Ed Sheeran,Shape of You,1,44716,lt,2017-02-10--2017-02-17
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,27133,lt,2017-02-10--2017-02-17
The Chainsmokers,Paris,3,25055,lt,2017-02-10--2017-02-17
Katy Perry,Chained To The Rhythm,4,21771,lt,2017-02-10--2017-02-17
Martin Garrix,Scared to Be Lonely,5,21275,lt,2017-02-10--2017-02-17
Julia Michaels,Issues,6,18851,lt,2017-02-10--2017-02-17
Starley,Call On Me - Ryan Riback Extended Remix,7,17859,lt,2017-02-10--2017-02-17
Ed Sheeran,Castle on the Hill,8,17436,lt,2017-02-10--2017-02-17
The Weeknd,I Feel It Coming,9,15512,lt,2017-02-10--2017-02-17
AJR,Weak,10,14958,lt,2017-02-10--2017-02-17
Ed Sheeran,Shape of You,1,48694,lt,2017-02-03--2017-02-10
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,26078,lt,2017-02-03--2017-02-10
The Chainsmokers,Paris,3,25232,lt,2017-02-03--2017-02-10
Martin Garrix,Scared to Be Lonely,4,19570,lt,2017-02-03--2017-02-10
Starley,Call On Me - Ryan Riback Extended Remix,5,19387,lt,2017-02-03--2017-02-10
Ed Sheeran,Castle on the Hill,6,19248,lt,2017-02-03--2017-02-10
The Weeknd,I Feel It Coming,7,17254,lt,2017-02-03--2017-02-10
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),8,17115,lt,2017-02-03--2017-02-10
Julia Michaels,Issues,9,16724,lt,2017-02-03--2017-02-10
Martin Jensen,Solo Dance,10,14945,lt,2017-02-03--2017-02-10
Ed Sheeran,Shape of You,1,48380,lt,2017-01-27--2017-02-03
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,25157,lt,2017-01-27--2017-02-03
The Chainsmokers,Paris,3,24983,lt,2017-01-27--2017-02-03
Ed Sheeran,Castle on the Hill,4,19945,lt,2017-01-27--2017-02-03
Starley,Call On Me - Ryan Riback Extended Remix,5,18537,lt,2017-01-27--2017-02-03
The Weeknd,I Feel It Coming,6,18531,lt,2017-01-27--2017-02-03
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),7,17025,lt,2017-01-27--2017-02-03
The Weeknd,Starboy,8,14836,lt,2017-01-27--2017-02-03
Steve Aoki,Just Hold On,9,14533,lt,2017-01-27--2017-02-03
Martin Garrix,Scared to Be Lonely,10,14299,lt,2017-01-27--2017-02-03
Ed Sheeran,Shape of You,1,51533,lt,2017-01-20--2017-01-27
The Chainsmokers,Paris,2,25373,lt,2017-01-20--2017-01-27
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,25128,lt,2017-01-20--2017-01-27
Ed Sheeran,Castle on the Hill,4,21832,lt,2017-01-20--2017-01-27
The Weeknd,I Feel It Coming,5,20299,lt,2017-01-20--2017-01-27
The Weeknd,Starboy,6,20275,lt,2017-01-20--2017-01-27
Starley,Call On Me - Ryan Riback Extended Remix,7,18096,lt,2017-01-20--2017-01-27
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),8,17747,lt,2017-01-20--2017-01-27
Steve Aoki,Just Hold On,9,15704,lt,2017-01-20--2017-01-27
Alok,Hear Me Now,10,14353,lt,2017-01-20--2017-01-27
Ed Sheeran,Shape of You,1,50835,lt,2017-01-13--2017-01-20
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2,25626,lt,2017-01-13--2017-01-20
Ed Sheeran,Castle on the Hill,3,22553,lt,2017-01-13--2017-01-20
The Weeknd,Starboy,4,21104,lt,2017-01-13--2017-01-20
The Weeknd,I Feel It Coming,5,20865,lt,2017-01-13--2017-01-20
The Chainsmokers,Paris,6,20668,lt,2017-01-13--2017-01-20
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),7,18068,lt,2017-01-13--2017-01-20
Starley,Call On Me - Ryan Riback Extended Remix,8,16686,lt,2017-01-13--2017-01-20
Maroon 5,Don't Wanna Know,9,14985,lt,2017-01-13--2017-01-20
Steve Aoki,Just Hold On,10,14277,lt,2017-01-13--2017-01-20
Ed Sheeran,Shape of You,1,50994,lt,2017-01-06--2017-01-13
Ed Sheeran,Castle on the Hill,2,28322,lt,2017-01-06--2017-01-13
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,23594,lt,2017-01-06--2017-01-13
The Weeknd,Starboy,4,20560,lt,2017-01-06--2017-01-13
The Weeknd,I Feel It Coming,5,20382,lt,2017-01-06--2017-01-13
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),6,17757,lt,2017-01-06--2017-01-13
Starley,Call On Me - Ryan Riback Extended Remix,7,15817,lt,2017-01-06--2017-01-13
Maroon 5,Don't Wanna Know,8,14052,lt,2017-01-06--2017-01-13
Steve Aoki,Just Hold On,9,12572,lt,2017-01-06--2017-01-13
James Arthur,Say You Won't Let Go,10,12493,lt,2017-01-06--2017-01-13
The Weeknd,Starboy,1,23205,lt,2016-12-30--2017-01-06
The Weeknd,I Feel It Coming,2,21305,lt,2016-12-30--2017-01-06
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,20711,lt,2016-12-30--2017-01-06
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),4,18210,lt,2016-12-30--2017-01-06
The Chainsmokers,Closer,5,17849,lt,2016-12-30--2017-01-06
DJ Snake,Let Me Love You,6,16318,lt,2016-12-30--2017-01-06
Starley,Call On Me - Ryan Riback Extended Remix,7,15971,lt,2016-12-30--2017-01-06
Maroon 5,Don't Wanna Know,8,15692,lt,2016-12-30--2017-01-06
Steve Aoki,Just Hold On,9,13165,lt,2016-12-30--2017-01-06
James Arthur,Say You Won't Let Go,10,12764,lt,2016-12-30--2017-01-06
The Weeknd,Starboy,1,22429,lt,2016-12-23--2016-12-30
The Weeknd,I Feel It Coming,2,20136,lt,2016-12-23--2016-12-30
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3,18477,lt,2016-12-23--2016-12-30
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),4,18407,lt,2016-12-23--2016-12-30
The Chainsmokers,Closer,5,15045,lt,2016-12-23--2016-12-30
Starley,Call On Me - Ryan Riback Extended Remix,6,15042,lt,2016-12-23--2016-12-30
Maroon 5,Don't Wanna Know,7,14454,lt,2016-12-23--2016-12-30
Steve Aoki,Just Hold On,8,14051,lt,2016-12-23--2016-12-30
DJ Snake,Let Me Love You,9,13510,lt,2016-12-23--2016-12-30
Mariah Carey,All I Want for Christmas Is You,10,12579,lt,2016-12-23--2016-12-30
XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),1,17289,lu,2018-10-26--2018-11-02
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2,17171,lu,2018-10-26--2018-11-02
Lady Gaga,Shallow,3,12236,lu,2018-10-26--2018-11-02
Marshmello,Happier,4,12212,lu,2018-10-26--2018-11-02
Dynoro,In My Mind,5,11648,lu,2018-10-26--2018-11-02
Bad Bunny,MIA (feat. Drake),6,11506,lu,2018-10-26--2018-11-02
Kodak Black,ZEZE (feat. Travis Scott & Offset),7,10197,lu,2018-10-26--2018-11-02
Dean Lewis,Be Alright,8,9969,lu,2018-10-26--2018-11-02
Calvin Harris,Promises (with Sam Smith),9,9733,lu,2018-10-26--2018-11-02
Halsey,Without Me,10,9296,lu,2018-10-26--2018-11-02
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,16480,lu,2018-10-19--2018-10-26
Bad Bunny,MIA (feat. Drake),2,12433,lu,2018-10-19--2018-10-26
Marshmello,Happier,3,12012,lu,2018-10-19--2018-10-26
Kodak Black,ZEZE (feat. Travis Scott & Offset),4,11780,lu,2018-10-19--2018-10-26
Dynoro,In My Mind,5,11514,lu,2018-10-19--2018-10-26
Lady Gaga,Shallow,6,11374,lu,2018-10-19--2018-10-26
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,7,11004,lu,2018-10-19--2018-10-26
Calvin Harris,Promises (with Sam Smith),8,10786,lu,2018-10-19--2018-10-26
Dean Lewis,Be Alright,9,10179,lu,2018-10-19--2018-10-26
Halsey,Without Me,10,10179,lu,2018-10-19--2018-10-26
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",1,16387,lu,2018-10-12--2018-10-19
Bad Bunny,MIA (feat. Drake),2,15401,lu,2018-10-12--2018-10-19
Dynoro,In My Mind,3,13320,lu,2018-10-12--2018-10-19
Marshmello,Happier,4,13234,lu,2018-10-12--2018-10-19
